Stand,Kanton,Jahr,Stufe,Schultyp,Geschlecht,Nationalitaet,Finanzierung,Anzahl
23.11.2020,zh,2006,Primarstufe 3-8,Heim- und Sonderschule,F,Ausländer,priv,1
23.11.2020,zh,2006,Primarstufe 3-8,Berufsfachschule,M,CH,priv,1
23.11.2020,zh,2006,Primarstufe 3-8,Heim- und Sonderschule,F,CH,oef,305
23.11.2020,zh,2006,Primarstufe 3-8,Heim- und Sonderschule,F,Ausländer,oef,158
23.11.2020,zh,2006,Primarstufe 3-8,Volksschule,F,Ausländer,priv,633
23.11.2020,zh,2006,Primarstufe 3-8,Volksschule,F,CH,priv,939
23.11.2020,zh,2006,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,oef,324
23.11.2020,zh,2006,Primarstufe 3-8,Heim- und Sonderschule,M,CH,oef,707
23.11.2020,zh,2006,Primarstufe 3-8,Volksschule,M,Ausländer,priv,690
23.11.2020,zh,2006,Primarstufe 3-8,Volksschule,F,CH,oef,27314
23.11.2020,zh,2006,Primarstufe 3-8,Heim- und Sonderschule,M,CH,priv,22
23.11.2020,zh,2006,Primarstufe 3-8,Volksschule,M,Ausländer,oef,10066
23.11.2020,zh,2006,Primarstufe 3-8,Heim- und Sonderschule,F,CH,priv,15
23.11.2020,zh,2006,Sekundarstufe I,Mittelschule,F,CH,priv,141
23.11.2020,zh,2006,Sekundarstufe I,Volksschule,M,Ausländer,oef,3985
23.11.2020,zh,2006,Sekundarstufe I,Mittelschule,M,CH,oef,2639
23.11.2020,zh,2006,Sekundarstufe I,Heim- und Sonderschule,M,CH,priv,38
23.11.2020,zh,2006,Sekundarstufe I,Heim- und Sonderschule,M,CH,oef,404
23.11.2020,zh,2006,Sekundarstufe I,Mittelschule,F,Ausländer,oef,241
23.11.2020,zh,2006,Sekundarstufe I,Volksschule,F,Ausländer,oef,3686
23.11.2020,zh,2006,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,oef,128
23.11.2020,zh,2006,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,oef,61
23.11.2020,zh,2006,Sekundarstufe I,Heim- und Sonderschule,F,CH,oef,235
23.11.2020,zh,2006,Sekundarstufe I,Mittelschule,M,Ausländer,oef,199
23.11.2020,zh,2006,Sekundarstufe I,Mittelschule,F,Ausländer,priv,9
23.11.2020,zh,2006,Sekundarstufe I,Mittelschule,M,Ausländer,priv,22
23.11.2020,zh,2006,Sekundarstufe I,Heim- und Sonderschule,F,CH,priv,15
23.11.2020,zh,2006,Sekundarstufe I,Volksschule,M,CH,oef,12163
23.11.2020,zh,2006,Sekundarstufe I,Mittelschule,M,CH,priv,110
23.11.2020,zh,2006,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,priv,4
23.11.2020,zh,2006,Sekundarstufe I,Mittelschule,F,CH,oef,3180
23.11.2020,zh,2006,Sekundarstufe I,Volksschule,F,Ausländer,priv,330
23.11.2020,zh,2006,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,priv,7
23.11.2020,zh,2006,Sekundarstufe I,Volksschule,M,CH,priv,1196
23.11.2020,zh,2006,Sekundarstufe I,Volksschule,F,CH,priv,954
23.11.2020,zh,2006,Sekundarstufe I,Volksschule,M,Ausländer,priv,394
23.11.2020,zh,2006,Sekundarstufe I,Volksschule,F,CH,oef,11333
23.11.2020,zh,2006,Sekundarstufe II,Heim- und Sonderschule,M,CH,oef,80
23.11.2020,zh,2006,Sekundarstufe II,Heim- und Sonderschule,F,CH,oef,53
23.11.2020,zh,2006,Sekundarstufe II,Berufsfachschule,M,Ausländer,oef,3781
23.11.2020,zh,2006,Sekundarstufe II,Mittelschule,F,Ausländer,oef,314
23.11.2020,zh,2006,Sekundarstufe II,Berufsfachschule,M,CH,oef,18155
23.11.2020,zh,2006,Sekundarstufe II,Berufsfachschule,M,Ausländer,priv,241
23.11.2020,zh,2006,Sekundarstufe II,Heim- und Sonderschule,M,Ausländer,oef,39
23.11.2020,zh,2006,Sekundarstufe II,Brückenangebot,M,CH,priv,66
23.11.2020,zh,2006,Sekundarstufe II,Brückenangebot,M,Ausländer,oef,358
23.11.2020,zh,2006,Sekundarstufe II,Mittelschule,M,CH,oef,3111
23.11.2020,zh,2006,Sekundarstufe II,Berufsfachschule,F,CH,priv,2664
23.11.2020,zh,2006,Sekundarstufe II,Mittelschule,M,Ausländer,oef,269
23.11.2020,zh,2006,Sekundarstufe II,Brückenangebot,F,Ausländer,priv,34
23.11.2020,zh,2006,Sekundarstufe II,Mittelschule,F,CH,priv,581
23.11.2020,zh,2006,Sekundarstufe II,Berufsfachschule,F,Ausländer,oef,2498
23.11.2020,zh,2006,Sekundarstufe II,Berufsfachschule,M,CH,priv,1390
23.11.2020,zh,2006,Sekundarstufe II,Mittelschule,M,Ausländer,priv,266
23.11.2020,zh,2006,Sekundarstufe II,Mittelschule,F,CH,oef,4647
23.11.2020,zh,2006,Sekundarstufe II,Heim- und Sonderschule,F,Ausländer,oef,19
23.11.2020,zh,2006,Sekundarstufe II,Brückenangebot,F,Ausländer,oef,379
23.11.2020,zh,2006,Sekundarstufe II,Mittelschule,M,CH,priv,509
23.11.2020,zh,2006,Sekundarstufe II,Brückenangebot,F,CH,oef,755
23.11.2020,zh,2006,Sekundarstufe II,Mittelschule,F,Ausländer,priv,249
23.11.2020,zh,2006,Sekundarstufe II,Berufsfachschule,F,CH,oef,14415
23.11.2020,zh,2006,Sekundarstufe II,Berufsfachschule,F,Ausländer,priv,375
23.11.2020,zh,2006,Sekundarstufe II,Brückenangebot,F,CH,priv,223
23.11.2020,zh,2006,Sekundarstufe II,Brückenangebot,M,Ausländer,priv,12
23.11.2020,zh,2006,Sekundarstufe II,Brückenangebot,M,CH,oef,576
23.11.2020,zh,2006,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,oef,703
23.11.2020,zh,2006,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,Ausländer,oef,598
23.11.2020,zh,2006,Tertiärstufe,Höhere Berufsbildung,F,CH,oef,2719
23.11.2020,zh,2006,Tertiärstufe,Höhere Berufsbildung,M,CH,priv,4150
23.11.2020,zh,2006,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,Ausländer,priv,157
23.11.2020,zh,2006,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,CH,oef,4184
23.11.2020,zh,2006,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,oef,734
23.11.2020,zh,2006,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,priv,356
23.11.2020,zh,2006,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,CH,oef,5239
23.11.2020,zh,2006,Tertiärstufe,Höhere Berufsbildung,M,CH,oef,2964
23.11.2020,zh,2006,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,CH,priv,1376
23.11.2020,zh,2006,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,Ausländer,oef,479
23.11.2020,zh,2006,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,CH,priv,483
23.11.2020,zh,2006,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,priv,317
23.11.2020,zh,2006,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,Ausländer,priv,63
23.11.2020,zh,2006,Tertiärstufe,Höhere Berufsbildung,F,CH,priv,3713
23.11.2020,zh,2007,Primarstufe 1-2,Heim- und Sonderschule,M,CH,oef,303
23.11.2020,zh,2007,Primarstufe 1-2,Heim- und Sonderschule,M,Ausländer,oef,235
23.11.2020,zh,2007,Primarstufe 1-2,Volksschule,M,Ausländer,priv,250
23.11.2020,zh,2007,Primarstufe 1-2,Volksschule,F,Ausländer,oef,3090
23.11.2020,zh,2007,Primarstufe 1-2,Volksschule,F,CH,oef,8426
23.11.2020,zh,2007,Primarstufe 1-2,Volksschule,M,CH,oef,8624
23.11.2020,zh,2007,Primarstufe 1-2,Volksschule,F,Ausländer,priv,235
23.11.2020,zh,2007,Primarstufe 1-2,Heim- und Sonderschule,F,CH,oef,132
23.11.2020,zh,2007,Primarstufe 1-2,Volksschule,F,CH,priv,314
23.11.2020,zh,2007,Primarstufe 1-2,Volksschule,M,CH,priv,329
23.11.2020,zh,2007,Primarstufe 1-2,Heim- und Sonderschule,F,Ausländer,oef,88
23.11.2020,zh,2007,Primarstufe 1-2,Volksschule,M,Ausländer,oef,3069
23.11.2020,zh,2007,Primarstufe 3-8,Heim- und Sonderschule,F,Ausländer,oef,182
23.11.2020,zh,2007,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,oef,342
23.11.2020,zh,2007,Primarstufe 3-8,Volksschule,M,Ausländer,priv,821
23.11.2020,zh,2007,Primarstufe 3-8,Volksschule,F,Ausländer,oef,9196
23.11.2020,zh,2007,Primarstufe 3-8,Volksschule,M,CH,oef,28854
23.11.2020,zh,2007,Primarstufe 3-8,Heim- und Sonderschule,F,CH,oef,344
23.11.2020,zh,2007,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,priv,6
23.11.2020,zh,2007,Primarstufe 3-8,Heim- und Sonderschule,F,CH,priv,7
23.11.2020,zh,2007,Primarstufe 3-8,Heim- und Sonderschule,M,CH,oef,726
23.11.2020,zh,2007,Primarstufe 3-8,Volksschule,F,CH,oef,27321
23.11.2020,zh,2007,Primarstufe 3-8,Volksschule,M,CH,priv,1183
23.11.2020,zh,2007,Primarstufe 3-8,Heim- und Sonderschule,M,CH,priv,13
23.11.2020,zh,2007,Primarstufe 3-8,Volksschule,M,Ausländer,oef,9909
23.11.2020,zh,2007,Primarstufe 3-8,Volksschule,F,Ausländer,priv,745
23.11.2020,zh,2007,Primarstufe 3-8,Volksschule,F,CH,priv,1017
23.11.2020,zh,2007,Sekundarstufe I,Mittelschule,M,Ausländer,oef,199
23.11.2020,zh,2007,Sekundarstufe I,Volksschule,M,Ausländer,priv,421
23.11.2020,zh,2007,Sekundarstufe I,Heim- und Sonderschule,M,CH,oef,431
23.11.2020,zh,2007,Sekundarstufe I,Volksschule,M,CH,priv,1277
23.11.2020,zh,2007,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,priv,5
23.11.2020,zh,2007,Sekundarstufe I,Mittelschule,M,CH,oef,2691
23.11.2020,zh,2007,Sekundarstufe I,Volksschule,F,CH,oef,11410
23.11.2020,zh,2007,Sekundarstufe I,Volksschule,F,Ausländer,oef,3563
23.11.2020,zh,2007,Sekundarstufe I,Heim- und Sonderschule,M,CH,priv,33
23.11.2020,zh,2007,Sekundarstufe I,Mittelschule,F,Ausländer,oef,282
23.11.2020,zh,2007,Sekundarstufe I,Mittelschule,F,CH,priv,164
23.11.2020,zh,2007,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,oef,144
23.11.2020,zh,2007,Sekundarstufe I,Volksschule,M,Ausländer,oef,3773
23.11.2020,zh,2007,Sekundarstufe I,Mittelschule,M,Ausländer,priv,22
23.11.2020,zh,2007,Sekundarstufe I,Mittelschule,F,Ausländer,priv,27
23.11.2020,zh,2007,Sekundarstufe I,Mittelschule,F,CH,oef,3164
23.11.2020,zh,2007,Sekundarstufe I,Heim- und Sonderschule,F,CH,oef,222
23.11.2020,zh,2007,Sekundarstufe I,Volksschule,F,Ausländer,priv,399
23.11.2020,zh,2007,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,oef,73
23.11.2020,zh,2007,Sekundarstufe I,Volksschule,F,CH,priv,948
23.11.2020,zh,2007,Sekundarstufe I,Mittelschule,M,CH,priv,156
23.11.2020,zh,2007,Sekundarstufe I,Heim- und Sonderschule,F,CH,priv,14
23.11.2020,zh,2007,Sekundarstufe I,Volksschule,M,CH,oef,11905
23.11.2020,zh,2007,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,priv,1
23.11.2020,zh,2007,Sekundarstufe II,Mittelschule,F,Ausländer,priv,258
23.11.2020,zh,2007,Sekundarstufe II,Mittelschule,F,CH,priv,602
23.11.2020,zh,2007,Sekundarstufe II,Brückenangebot,M,Ausländer,oef,373
23.11.2020,zh,2007,Sekundarstufe II,Brückenangebot,M,CH,oef,581
23.11.2020,zh,2007,Sekundarstufe II,Mittelschule,M,CH,priv,469
23.11.2020,zh,2007,Sekundarstufe II,Mittelschule,M,Ausländer,priv,298
23.11.2020,zh,2007,Sekundarstufe II,Brückenangebot,F,Ausländer,oef,403
23.11.2020,zh,2007,Sekundarstufe II,Heim- und Sonderschule,F,Ausländer,oef,14
23.11.2020,zh,2007,Sekundarstufe II,Brückenangebot,M,Ausländer,priv,7
23.11.2020,zh,2007,Sekundarstufe II,Brückenangebot,F,Ausländer,priv,34
23.11.2020,zh,2007,Sekundarstufe II,Berufsfachschule,F,CH,priv,2402
23.11.2020,zh,2007,Sekundarstufe II,Brückenangebot,F,CH,priv,255
23.11.2020,zh,2007,Sekundarstufe II,Berufsfachschule,M,Ausländer,oef,3812
23.11.2020,zh,2007,Sekundarstufe II,Berufsfachschule,M,Ausländer,priv,248
23.11.2020,zh,2007,Sekundarstufe II,Brückenangebot,F,CH,oef,733
23.11.2020,zh,2007,Sekundarstufe II,Mittelschule,F,CH,oef,4758
23.11.2020,zh,2007,Sekundarstufe II,Heim- und Sonderschule,M,Ausländer,oef,44
23.11.2020,zh,2007,Sekundarstufe II,Berufsfachschule,F,CH,oef,14778
23.11.2020,zh,2007,Sekundarstufe II,Berufsfachschule,M,CH,oef,18637
23.11.2020,zh,2007,Sekundarstufe II,Heim- und Sonderschule,M,CH,oef,77
23.11.2020,zh,2007,Sekundarstufe II,Mittelschule,F,Ausländer,oef,296
23.11.2020,zh,2007,Sekundarstufe II,Berufsfachschule,F,Ausländer,oef,2499
23.11.2020,zh,2007,Sekundarstufe II,Mittelschule,M,CH,oef,3188
23.11.2020,zh,2007,Sekundarstufe II,Mittelschule,M,Ausländer,oef,256
23.11.2020,zh,2007,Sekundarstufe II,Heim- und Sonderschule,F,CH,oef,56
23.11.2020,zh,2007,Sekundarstufe II,Brückenangebot,M,CH,priv,96
23.11.2020,zh,2007,Sekundarstufe II,Berufsfachschule,F,Ausländer,priv,367
23.11.2020,zh,2007,Sekundarstufe II,Berufsfachschule,M,CH,priv,1339
23.11.2020,zh,2007,Tertiärstufe,Höhere Berufsbildung,M,CH,oef,3200
23.11.2020,zh,2007,Tertiärstufe,Höhere Berufsbildung,F,CH,oef,3013
23.11.2020,zh,2007,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,priv,500
23.11.2020,zh,2007,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,CH,priv,1355
23.11.2020,zh,2007,Tertiärstufe,Höhere Berufsbildung,F,CH,priv,3297
23.11.2020,zh,2007,Tertiärstufe,Höhere Berufsbildung,M,CH,priv,3693
23.11.2020,zh,2007,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,Ausländer,oef,472
23.11.2020,zh,2007,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,Ausländer,priv,161
23.11.2020,zh,2007,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,CH,oef,4361
23.11.2020,zh,2007,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,oef,641
23.11.2020,zh,2007,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,CH,priv,546
23.11.2020,zh,2007,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,Ausländer,priv,73
23.11.2020,zh,2007,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,CH,oef,5781
23.11.2020,zh,2007,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,priv,565
23.11.2020,zh,2007,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,oef,626
23.11.2020,zh,2007,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,Ausländer,oef,642
23.11.2020,zh,2008,Primarstufe 1-2,Volksschule,M,Ausländer,oef,3178
23.11.2020,zh,2008,Primarstufe 1-2,Volksschule,F,Ausländer,oef,3119
23.11.2020,zh,2008,Primarstufe 1-2,Heim- und Sonderschule,M,CH,oef,304
23.11.2020,zh,2008,Primarstufe 1-2,Volksschule,F,CH,priv,301
23.11.2020,zh,2008,Primarstufe 1-2,Heim- und Sonderschule,M,Ausländer,oef,197
23.11.2020,zh,2008,Primarstufe 1-2,Volksschule,M,CH,priv,313
23.11.2020,zh,2008,Primarstufe 1-2,Volksschule,M,Ausländer,priv,264
23.11.2020,zh,2008,Primarstufe 1-2,Heim- und Sonderschule,F,CH,oef,142
23.11.2020,zh,2008,Primarstufe 1-2,Heim- und Sonderschule,F,Ausländer,oef,77
23.11.2020,zh,2008,Primarstufe 1-2,Volksschule,F,Ausländer,priv,248
23.11.2020,zh,2008,Primarstufe 1-2,Volksschule,M,CH,oef,8989
23.11.2020,zh,2008,Primarstufe 1-2,Volksschule,F,CH,oef,8575
23.11.2020,zh,2008,Primarstufe 3-8,Heim- und Sonderschule,F,CH,priv,4
23.11.2020,zh,2008,Primarstufe 3-8,Heim- und Sonderschule,F,Ausländer,oef,211
23.11.2020,zh,2008,Primarstufe 3-8,Heim- und Sonderschule,F,CH,oef,373
23.11.2020,zh,2008,Primarstufe 3-8,Volksschule,M,CH,priv,1168
23.11.2020,zh,2008,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,oef,393
23.11.2020,zh,2008,Primarstufe 3-8,Volksschule,F,CH,priv,1040
23.11.2020,zh,2008,Primarstufe 3-8,Volksschule,M,CH,oef,28532
23.11.2020,zh,2008,Primarstufe 3-8,Volksschule,F,Ausländer,priv,817
23.11.2020,zh,2008,Primarstufe 3-8,Volksschule,F,CH,oef,27351
23.11.2020,zh,2008,Primarstufe 3-8,Volksschule,M,Ausländer,priv,889
23.11.2020,zh,2008,Primarstufe 3-8,Volksschule,M,Ausländer,oef,9684
23.11.2020,zh,2008,Primarstufe 3-8,Heim- und Sonderschule,M,CH,oef,706
23.11.2020,zh,2008,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,priv,2
23.11.2020,zh,2008,Primarstufe 3-8,Heim- und Sonderschule,M,CH,priv,8
23.11.2020,zh,2008,Primarstufe 3-8,Volksschule,F,Ausländer,oef,9167
23.11.2020,zh,2008,Sekundarstufe I,Volksschule,F,CH,oef,11195
23.11.2020,zh,2008,Sekundarstufe I,Volksschule,M,CH,oef,11801
23.11.2020,zh,2008,Sekundarstufe I,Mittelschule,M,Ausländer,oef,248
23.11.2020,zh,2008,Sekundarstufe I,Heim- und Sonderschule,M,CH,priv,16
23.11.2020,zh,2008,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,oef,155
23.11.2020,zh,2008,Sekundarstufe I,Heim- und Sonderschule,M,CH,oef,423
23.11.2020,zh,2008,Sekundarstufe I,Volksschule,F,Ausländer,oef,3522
23.11.2020,zh,2008,Sekundarstufe I,Mittelschule,F,Ausländer,priv,26
23.11.2020,zh,2008,Sekundarstufe I,Mittelschule,F,CH,priv,167
23.11.2020,zh,2008,Sekundarstufe I,Heim- und Sonderschule,F,CH,oef,212
23.11.2020,zh,2008,Sekundarstufe I,Heim- und Sonderschule,F,CH,priv,9
23.11.2020,zh,2008,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,oef,58
23.11.2020,zh,2008,Sekundarstufe I,Mittelschule,M,Ausländer,priv,21
23.11.2020,zh,2008,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,priv,3
23.11.2020,zh,2008,Sekundarstufe I,Volksschule,F,Ausländer,priv,433
23.11.2020,zh,2008,Sekundarstufe I,Volksschule,F,CH,priv,1010
23.11.2020,zh,2008,Sekundarstufe I,Mittelschule,M,CH,priv,150
23.11.2020,zh,2008,Sekundarstufe I,Mittelschule,M,CH,oef,2756
23.11.2020,zh,2008,Sekundarstufe I,Volksschule,M,CH,priv,1322
23.11.2020,zh,2008,Sekundarstufe I,Volksschule,M,Ausländer,priv,485
23.11.2020,zh,2008,Sekundarstufe I,Mittelschule,F,Ausländer,oef,323
23.11.2020,zh,2008,Sekundarstufe I,Mittelschule,F,CH,oef,3135
23.11.2020,zh,2008,Sekundarstufe I,Volksschule,M,Ausländer,oef,3767
23.11.2020,zh,2008,Sekundarstufe II,Brückenangebot,M,CH,oef,556
23.11.2020,zh,2008,Sekundarstufe II,Berufsfachschule,M,CH,oef,18816
23.11.2020,zh,2008,Sekundarstufe II,Brückenangebot,F,CH,priv,242
23.11.2020,zh,2008,Sekundarstufe II,Brückenangebot,F,Ausländer,priv,30
23.11.2020,zh,2008,Sekundarstufe II,Mittelschule,M,Ausländer,oef,270
23.11.2020,zh,2008,Sekundarstufe II,Mittelschule,F,Ausländer,oef,328
23.11.2020,zh,2008,Sekundarstufe II,Mittelschule,M,Ausländer,priv,337
23.11.2020,zh,2008,Sekundarstufe II,Heim- und Sonderschule,M,Ausländer,oef,34
23.11.2020,zh,2008,Sekundarstufe II,Berufsfachschule,F,Ausländer,oef,2560
23.11.2020,zh,2008,Sekundarstufe II,Heim- und Sonderschule,F,CH,oef,61
23.11.2020,zh,2008,Sekundarstufe II,Brückenangebot,M,Ausländer,oef,351
23.11.2020,zh,2008,Sekundarstufe II,Heim- und Sonderschule,F,Ausländer,oef,24
23.11.2020,zh,2008,Sekundarstufe II,Berufsfachschule,M,CH,priv,1383
23.11.2020,zh,2008,Sekundarstufe II,Berufsfachschule,F,CH,priv,2567
23.11.2020,zh,2008,Sekundarstufe II,Mittelschule,F,Ausländer,priv,299
23.11.2020,zh,2008,Sekundarstufe II,Berufsfachschule,F,Ausländer,priv,399
23.11.2020,zh,2008,Sekundarstufe II,Berufsfachschule,M,Ausländer,priv,272
23.11.2020,zh,2008,Sekundarstufe II,Mittelschule,F,CH,oef,4631
23.11.2020,zh,2008,Sekundarstufe II,Mittelschule,M,CH,oef,3191
23.11.2020,zh,2008,Sekundarstufe II,Mittelschule,M,CH,priv,491
23.11.2020,zh,2008,Sekundarstufe II,Mittelschule,F,CH,priv,649
23.11.2020,zh,2008,Sekundarstufe II,Brückenangebot,M,CH,priv,70
23.11.2020,zh,2008,Sekundarstufe II,Berufsfachschule,F,CH,oef,14977
23.11.2020,zh,2008,Sekundarstufe II,Brückenangebot,M,Ausländer,priv,10
23.11.2020,zh,2008,Sekundarstufe II,Brückenangebot,F,CH,oef,671
23.11.2020,zh,2008,Sekundarstufe II,Heim- und Sonderschule,M,CH,oef,91
23.11.2020,zh,2008,Sekundarstufe II,Berufsfachschule,M,Ausländer,oef,3945
23.11.2020,zh,2008,Sekundarstufe II,Brückenangebot,F,Ausländer,oef,388
23.11.2020,zh,2008,Tertiärstufe,Höhere Berufsbildung,F,CH,priv,3485
23.11.2020,zh,2008,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,Ausländer,priv,148
23.11.2020,zh,2008,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,Ausländer,priv,83
23.11.2020,zh,2008,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,CH,priv,562
23.11.2020,zh,2008,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,oef,486
23.11.2020,zh,2008,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,Ausländer,oef,702
23.11.2020,zh,2008,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,CH,oef,6259
23.11.2020,zh,2008,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,CH,priv,1288
23.11.2020,zh,2008,Tertiärstufe,Höhere Berufsbildung,F,CH,oef,3406
23.11.2020,zh,2008,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,oef,423
23.11.2020,zh,2008,Tertiärstufe,Höhere Berufsbildung,M,CH,oef,3638
23.11.2020,zh,2008,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,CH,oef,4754
23.11.2020,zh,2008,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,priv,419
23.11.2020,zh,2008,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,Ausländer,oef,537
23.11.2020,zh,2008,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,priv,512
23.11.2020,zh,2008,Tertiärstufe,Höhere Berufsbildung,M,CH,priv,3845
23.11.2020,zh,2009,Primarstufe 1-2,Volksschule,F,CH,oef,8889
23.11.2020,zh,2009,Primarstufe 1-2,Heim- und Sonderschule,M,Ausländer,oef,185
23.11.2020,zh,2009,Primarstufe 1-2,Volksschule,M,Ausländer,oef,3220
23.11.2020,zh,2009,Primarstufe 1-2,Volksschule,M,Ausländer,priv,366
23.11.2020,zh,2009,Primarstufe 1-2,Volksschule,M,CH,oef,9240
23.11.2020,zh,2009,Primarstufe 1-2,Volksschule,F,Ausländer,oef,3168
23.11.2020,zh,2009,Primarstufe 1-2,Heim- und Sonderschule,M,CH,oef,248
23.11.2020,zh,2009,Primarstufe 1-2,Volksschule,F,CH,priv,388
23.11.2020,zh,2009,Primarstufe 1-2,Volksschule,M,CH,priv,450
23.11.2020,zh,2009,Primarstufe 1-2,Heim- und Sonderschule,F,CH,oef,122
23.11.2020,zh,2009,Primarstufe 1-2,Volksschule,F,Ausländer,priv,352
23.11.2020,zh,2009,Primarstufe 1-2,Heim- und Sonderschule,F,Ausländer,oef,80
23.11.2020,zh,2009,Primarstufe 3-8,Volksschule,M,CH,priv,1287
23.11.2020,zh,2009,Primarstufe 3-8,Heim- und Sonderschule,M,CH,oef,766
23.11.2020,zh,2009,Primarstufe 3-8,Volksschule,M,Ausländer,oef,9481
23.11.2020,zh,2009,Primarstufe 3-8,Heim- und Sonderschule,F,Ausländer,oef,227
23.11.2020,zh,2009,Primarstufe 3-8,Volksschule,M,CH,oef,28471
23.11.2020,zh,2009,Primarstufe 3-8,Volksschule,F,CH,oef,27394
23.11.2020,zh,2009,Primarstufe 3-8,Volksschule,F,Ausländer,priv,847
23.11.2020,zh,2009,Primarstufe 3-8,Heim- und Sonderschule,M,CH,priv,12
23.11.2020,zh,2009,Primarstufe 3-8,Heim- und Sonderschule,F,CH,priv,3
23.11.2020,zh,2009,Primarstufe 3-8,Volksschule,F,Ausländer,oef,8991
23.11.2020,zh,2009,Primarstufe 3-8,Volksschule,F,CH,priv,1050
23.11.2020,zh,2009,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,priv,1
23.11.2020,zh,2009,Primarstufe 3-8,Volksschule,M,Ausländer,priv,931
23.11.2020,zh,2009,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,oef,476
23.11.2020,zh,2009,Primarstufe 3-8,Heim- und Sonderschule,F,CH,oef,392
23.11.2020,zh,2009,Sekundarstufe I,Heim- und Sonderschule,M,CH,priv,18
23.11.2020,zh,2009,Sekundarstufe I,Heim- und Sonderschule,M,CH,oef,430
23.11.2020,zh,2009,Sekundarstufe I,Mittelschule,F,Ausländer,priv,35
23.11.2020,zh,2009,Sekundarstufe I,Heim- und Sonderschule,F,CH,priv,8
23.11.2020,zh,2009,Sekundarstufe I,Mittelschule,M,CH,oef,2818
23.11.2020,zh,2009,Sekundarstufe I,Heim- und Sonderschule,F,CH,oef,234
23.11.2020,zh,2009,Sekundarstufe I,Mittelschule,F,CH,oef,3160
23.11.2020,zh,2009,Sekundarstufe I,Volksschule,F,CH,priv,1014
23.11.2020,zh,2009,Sekundarstufe I,Volksschule,F,Ausländer,priv,418
23.11.2020,zh,2009,Sekundarstufe I,Mittelschule,M,CH,priv,148
23.11.2020,zh,2009,Sekundarstufe I,Volksschule,F,CH,oef,11363
23.11.2020,zh,2009,Sekundarstufe I,Mittelschule,F,CH,priv,179
23.11.2020,zh,2009,Sekundarstufe I,Volksschule,F,Ausländer,oef,3368
23.11.2020,zh,2009,Sekundarstufe I,Volksschule,M,CH,priv,1289
23.11.2020,zh,2009,Sekundarstufe I,Mittelschule,M,Ausländer,priv,26
23.11.2020,zh,2009,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,oef,172
