Stand,Kanton,Jahr,Stufe,Schultyp,Geschlecht,Nationalitaet,Finanzierung,Anzahl
23.11.2020,zh,2015,Sekundarstufe II,Mittelschule,F,Ausländer,priv,420
23.11.2020,zh,2015,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,oef,542
23.11.2020,zh,2015,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,priv,763
23.11.2020,zh,2015,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,oef,534
23.11.2020,zh,2015,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,CH,priv,857
23.11.2020,zh,2015,Tertiärstufe,Universitäre Hochschule,M,Ausländer,oef,2127
23.11.2020,zh,2015,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,CH,oef,9674
23.11.2020,zh,2015,Tertiärstufe,Höhere Berufsbildung,F,CH,oef,4230
23.11.2020,zh,2015,Tertiärstufe,Höhere Berufsbildung,F,CH,priv,4033
23.11.2020,zh,2015,Tertiärstufe,Höhere Berufsbildung,M,CH,priv,4317
23.11.2020,zh,2015,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,CH,priv,629
23.11.2020,zh,2015,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,Ausländer,priv,92
23.11.2020,zh,2015,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,CH,oef,8024
23.11.2020,zh,2015,Tertiärstufe,Universitäre Hochschule,F,CH,oef,11980
23.11.2020,zh,2015,Tertiärstufe,Höhere Berufsbildung,M,CH,oef,4327
23.11.2020,zh,2015,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,Ausländer,oef,1343
23.11.2020,zh,2015,Tertiärstufe,Universitäre Hochschule,F,Ausländer,oef,2909
23.11.2020,zh,2015,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,priv,624
23.11.2020,zh,2015,Tertiärstufe,Universitäre Hochschule,M,CH,oef,9049
23.11.2020,zh,2015,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,Ausländer,oef,997
23.11.2020,zh,2015,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,Ausländer,priv,118
23.11.2020,zh,2016,Primarstufe 1-2,Heim- und Sonderschule,M,Ausländer,oef,65
23.11.2020,zh,2016,Primarstufe 1-2,Volksschule,M,CH,oef,11320
23.11.2020,zh,2016,Primarstufe 1-2,Volksschule,M,CH,priv,546
23.11.2020,zh,2016,Primarstufe 1-2,Volksschule,M,Ausländer,priv,450
23.11.2020,zh,2016,Primarstufe 1-2,Volksschule,F,CH,priv,494
23.11.2020,zh,2016,Primarstufe 1-2,Heim- und Sonderschule,F,Ausländer,oef,17
23.11.2020,zh,2016,Primarstufe 1-2,Heim- und Sonderschule,F,CH,oef,33
23.11.2020,zh,2016,Primarstufe 1-2,Heim- und Sonderschule,M,CH,oef,100
23.11.2020,zh,2016,Primarstufe 1-2,Volksschule,F,CH,oef,10584
23.11.2020,zh,2016,Primarstufe 1-2,Volksschule,F,Ausländer,priv,368
23.11.2020,zh,2016,Primarstufe 1-2,Volksschule,M,Ausländer,oef,4047
23.11.2020,zh,2016,Primarstufe 1-2,Volksschule,F,Ausländer,oef,3957
23.11.2020,zh,2016,Primarstufe 3-8,Heim- und Sonderschule,F,Ausländer,priv,1
23.11.2020,zh,2016,Primarstufe 3-8,Heim- und Sonderschule,F,CH,oef,243
23.11.2020,zh,2016,Primarstufe 3-8,Heim- und Sonderschule,F,Ausländer,oef,162
23.11.2020,zh,2016,Primarstufe 3-8,Heim- und Sonderschule,M,CH,oef,623
23.11.2020,zh,2016,Primarstufe 3-8,Volksschule,F,Ausländer,oef,10206
23.11.2020,zh,2016,Primarstufe 3-8,Heim- und Sonderschule,F,CH,priv,1
23.11.2020,zh,2016,Primarstufe 3-8,Volksschule,F,CH,oef,29733
23.11.2020,zh,2016,Primarstufe 3-8,Volksschule,M,CH,oef,30877
23.11.2020,zh,2016,Primarstufe 3-8,Volksschule,M,Ausländer,priv,1086
23.11.2020,zh,2016,Primarstufe 3-8,Volksschule,F,Ausländer,priv,958
23.11.2020,zh,2016,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,priv,1
23.11.2020,zh,2016,Primarstufe 3-8,Volksschule,M,Ausländer,oef,10584
23.11.2020,zh,2016,Primarstufe 3-8,Heim- und Sonderschule,M,CH,priv,5
23.11.2020,zh,2016,Primarstufe 3-8,Volksschule,M,CH,priv,1427
23.11.2020,zh,2016,Primarstufe 3-8,Volksschule,F,CH,priv,1179
23.11.2020,zh,2016,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,oef,424
23.11.2020,zh,2016,Sekundarstufe I,Volksschule,F,Ausländer,priv,513
23.11.2020,zh,2016,Sekundarstufe I,Heim- und Sonderschule,F,CH,oef,210
23.11.2020,zh,2016,Sekundarstufe I,Heim- und Sonderschule,M,CH,priv,11
23.11.2020,zh,2016,Sekundarstufe I,Mittelschule,M,Ausländer,priv,69
23.11.2020,zh,2016,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,oef,219
23.11.2020,zh,2016,Sekundarstufe I,Heim- und Sonderschule,M,CH,oef,395
23.11.2020,zh,2016,Sekundarstufe I,Mittelschule,M,CH,oef,2697
23.11.2020,zh,2016,Sekundarstufe I,Mittelschule,F,Ausländer,oef,482
23.11.2020,zh,2016,Sekundarstufe I,Volksschule,M,Ausländer,oef,4009
23.11.2020,zh,2016,Sekundarstufe I,Volksschule,M,Ausländer,priv,593
23.11.2020,zh,2016,Sekundarstufe I,Mittelschule,F,CH,oef,3225
23.11.2020,zh,2016,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,oef,97
23.11.2020,zh,2016,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,priv,8
23.11.2020,zh,2016,Sekundarstufe I,Mittelschule,M,CH,priv,130
23.11.2020,zh,2016,Sekundarstufe I,Volksschule,F,Ausländer,oef,3703
23.11.2020,zh,2016,Sekundarstufe I,Volksschule,M,CH,priv,1346
23.11.2020,zh,2016,Sekundarstufe I,Volksschule,M,CH,oef,11627
23.11.2020,zh,2016,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,priv,2
23.11.2020,zh,2016,Sekundarstufe I,Volksschule,F,CH,priv,969
23.11.2020,zh,2016,Sekundarstufe I,Heim- und Sonderschule,F,CH,priv,5
23.11.2020,zh,2016,Sekundarstufe I,Mittelschule,F,Ausländer,priv,41
23.11.2020,zh,2016,Sekundarstufe I,Mittelschule,M,Ausländer,oef,464
23.11.2020,zh,2016,Sekundarstufe I,Mittelschule,F,CH,priv,153
23.11.2020,zh,2016,Sekundarstufe I,Volksschule,F,CH,oef,11007
23.11.2020,zh,2016,Sekundarstufe II,Mittelschule,M,Ausländer,priv,478
23.11.2020,zh,2016,Sekundarstufe II,Berufsfachschule,M,Ausländer,oef,4310
23.11.2020,zh,2016,Sekundarstufe II,Brückenangebot,F,Ausländer,priv,36
23.11.2020,zh,2016,Sekundarstufe II,Heim- und Sonderschule,F,CH,oef,50
23.11.2020,zh,2016,Sekundarstufe II,Berufsfachschule,F,Ausländer,priv,172
23.11.2020,zh,2016,Sekundarstufe II,Berufsfachschule,F,CH,oef,14722
23.11.2020,zh,2016,Sekundarstufe II,Mittelschule,F,CH,oef,4813
23.11.2020,zh,2016,Sekundarstufe II,Mittelschule,M,Ausländer,oef,509
23.11.2020,zh,2016,Sekundarstufe II,Brückenangebot,F,CH,priv,119
23.11.2020,zh,2016,Sekundarstufe II,Brückenangebot,F,Ausländer,oef,371
23.11.2020,zh,2016,Sekundarstufe II,Mittelschule,F,Ausländer,priv,432
23.11.2020,zh,2016,Sekundarstufe II,Berufsfachschule,M,CH,priv,1318
23.11.2020,zh,2016,Sekundarstufe II,Heim- und Sonderschule,F,Ausländer,oef,28
23.11.2020,zh,2016,Sekundarstufe II,Berufsfachschule,M,Ausländer,priv,171
23.11.2020,zh,2016,Sekundarstufe II,Berufsfachschule,F,Ausländer,oef,3200
23.11.2020,zh,2016,Sekundarstufe II,Brückenangebot,M,CH,priv,52
23.11.2020,zh,2016,Sekundarstufe II,Mittelschule,F,CH,priv,774
23.11.2020,zh,2016,Sekundarstufe II,Berufsfachschule,M,CH,oef,19071
23.11.2020,zh,2016,Sekundarstufe II,Brückenangebot,F,CH,oef,569
23.11.2020,zh,2016,Sekundarstufe II,Mittelschule,F,Ausländer,oef,656
23.11.2020,zh,2016,Sekundarstufe II,Heim- und Sonderschule,M,Ausländer,oef,38
23.11.2020,zh,2016,Sekundarstufe II,Mittelschule,M,CH,priv,715
23.11.2020,zh,2016,Sekundarstufe II,Mittelschule,M,CH,oef,3584
23.11.2020,zh,2016,Sekundarstufe II,Heim- und Sonderschule,M,CH,oef,87
23.11.2020,zh,2016,Sekundarstufe II,Berufsfachschule,F,CH,priv,2002
23.11.2020,zh,2016,Sekundarstufe II,Brückenangebot,M,Ausländer,oef,476
23.11.2020,zh,2016,Sekundarstufe II,Brückenangebot,M,CH,oef,615
23.11.2020,zh,2016,Sekundarstufe II,Brückenangebot,M,Ausländer,priv,6
23.11.2020,zh,2016,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,oef,522
23.11.2020,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,m,CH,oef,8413
23.11.2020,zh,2016,Tertiärstufe,Universitäre Hochschule,f,CH,oef,11978
23.11.2020,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,f,CH,oef,9884
23.11.2020,zh,2016,Tertiärstufe,Universitäre Hochschule,f,Ausländer,oef,2985
23.11.2020,zh,2016,Tertiärstufe,Universitäre Hochschule,m,Ausländer,oef,2235
23.11.2020,zh,2016,Tertiärstufe,Höhere Berufsbildung,F,CH,priv,3684
23.11.2020,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,m,Ausländer,oef,1077
23.11.2020,zh,2016,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,priv,662
23.11.2020,zh,2016,Tertiärstufe,Höhere Berufsbildung,M,CH,priv,4031
23.11.2020,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,f,Ausländer,priv,85
23.11.2020,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,f,CH,priv,631
23.11.2020,zh,2016,Tertiärstufe,Universitäre Hochschule,m,CH,oef,9087
23.11.2020,zh,2016,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,oef,509
23.11.2020,zh,2016,Tertiärstufe,Höhere Berufsbildung,M,CH,oef,4459
23.11.2020,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,f,Ausländer,oef,1432
23.11.2020,zh,2016,Tertiärstufe,Höhere Berufsbildung,F,CH,oef,4434
23.11.2020,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,m,CH,priv,857
23.11.2020,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,m,Ausländer,priv,115
23.11.2020,zh,2016,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,priv,573
23.11.2020,zh,2017,Primarstufe 1-2,Volksschule,F,CH,priv,489
23.11.2020,zh,2017,Primarstufe 1-2,Volksschule,M,CH,priv,567
23.11.2020,zh,2017,Primarstufe 1-2,Volksschule,F,Ausländer,oef,4107
23.11.2020,zh,2017,Primarstufe 1-2,Volksschule,M,Ausländer,oef,4175
23.11.2020,zh,2017,Primarstufe 1-2,Volksschule,F,Ausländer,priv,397
23.11.2020,zh,2017,Primarstufe 1-2,Volksschule,F,CH,oef,10632
23.11.2020,zh,2017,Primarstufe 1-2,Heim- und Sonderschule,F,CH,oef,46
23.11.2020,zh,2017,Primarstufe 1-2,Volksschule,M,CH,oef,11382
23.11.2020,zh,2017,Primarstufe 1-2,Heim- und Sonderschule,M,CH,oef,100
23.11.2020,zh,2017,Primarstufe 1-2,Heim- und Sonderschule,F,Ausländer,oef,37
23.11.2020,zh,2017,Primarstufe 1-2,Volksschule,M,Ausländer,priv,455
23.11.2020,zh,2017,Primarstufe 1-2,Heim- und Sonderschule,M,Ausländer,oef,80
23.11.2020,zh,2017,Primarstufe 3-8,Volksschule,M,Ausländer,priv,1134
23.11.2020,zh,2017,Primarstufe 3-8,Volksschule,M,CH,priv,1452
23.11.2020,zh,2017,Primarstufe 3-8,Volksschule,F,CH,oef,30228
23.11.2020,zh,2017,Primarstufe 3-8,Volksschule,F,Ausländer,oef,10513
23.11.2020,zh,2017,Primarstufe 3-8,Heim- und Sonderschule,F,Ausländer,priv,1
23.11.2020,zh,2017,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,priv,4
23.11.2020,zh,2017,Primarstufe 3-8,Volksschule,M,CH,oef,31640
23.11.2020,zh,2017,Primarstufe 3-8,Volksschule,M,Ausländer,oef,10843
23.11.2020,zh,2017,Primarstufe 3-8,Heim- und Sonderschule,M,CH,priv,3
23.11.2020,zh,2017,Primarstufe 3-8,Volksschule,F,CH,priv,1205
23.11.2020,zh,2017,Primarstufe 3-8,Heim- und Sonderschule,F,Ausländer,oef,133
23.11.2020,zh,2017,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,oef,419
23.11.2020,zh,2017,Primarstufe 3-8,Volksschule,F,Ausländer,priv,994
23.11.2020,zh,2017,Primarstufe 3-8,Heim- und Sonderschule,F,CH,oef,246
23.11.2020,zh,2017,Primarstufe 3-8,Heim- und Sonderschule,M,CH,oef,629
23.11.2020,zh,2017,Sekundarstufe I,Mittelschule,F,CH,oef,3233
23.11.2020,zh,2017,Sekundarstufe I,Heim- und Sonderschule,F,CH,oef,206
23.11.2020,zh,2017,Sekundarstufe I,Volksschule,F,CH,priv,1019
23.11.2020,zh,2017,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,priv,6
23.11.2020,zh,2017,Sekundarstufe I,Heim- und Sonderschule,M,CH,priv,12
23.11.2020,zh,2017,Sekundarstufe I,Volksschule,F,CH,oef,11191
23.11.2020,zh,2017,Sekundarstufe I,Heim- und Sonderschule,F,CH,priv,6
23.11.2020,zh,2017,Sekundarstufe I,Mittelschule,M,Ausländer,oef,497
23.11.2020,zh,2017,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,oef,107
23.11.2020,zh,2017,Sekundarstufe I,Mittelschule,F,Ausländer,priv,47
23.11.2020,zh,2017,Sekundarstufe I,Volksschule,M,Ausländer,priv,574
23.11.2020,zh,2017,Sekundarstufe I,Mittelschule,F,CH,priv,150
23.11.2020,zh,2017,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,oef,228
23.11.2020,zh,2017,Sekundarstufe I,Heim- und Sonderschule,M,CH,oef,419
23.11.2020,zh,2017,Sekundarstufe I,Volksschule,M,Ausländer,oef,4059
23.11.2020,zh,2017,Sekundarstufe I,Mittelschule,M,CH,priv,138
23.11.2020,zh,2017,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,priv,2
23.11.2020,zh,2017,Sekundarstufe I,Volksschule,F,Ausländer,priv,516
23.11.2020,zh,2017,Sekundarstufe I,Mittelschule,M,Ausländer,priv,67
23.11.2020,zh,2017,Sekundarstufe I,Mittelschule,F,Ausländer,oef,517
23.11.2020,zh,2017,Sekundarstufe I,Volksschule,F,Ausländer,oef,3731
23.11.2020,zh,2017,Sekundarstufe I,Mittelschule,M,CH,oef,2793
23.11.2020,zh,2017,Sekundarstufe I,Volksschule,M,CH,oef,11735
23.11.2020,zh,2017,Sekundarstufe I,Volksschule,M,CH,priv,1356
23.11.2020,zh,2017,Sekundarstufe II,Berufsfachschule,F,CH,priv,1954
23.11.2020,zh,2017,Sekundarstufe II,Brückenangebot,F,CH,oef,489
23.11.2020,zh,2017,Sekundarstufe II,Heim- und Sonderschule,M,Ausländer,oef,40
23.11.2020,zh,2017,Sekundarstufe II,Brückenangebot,M,Ausländer,oef,568
23.11.2020,zh,2017,Sekundarstufe II,Brückenangebot,M,CH,oef,565
23.11.2020,zh,2017,Sekundarstufe II,Berufsfachschule,F,Ausländer,priv,239
23.11.2020,zh,2017,Sekundarstufe II,Mittelschule,F,Ausländer,priv,416
23.11.2020,zh,2017,Sekundarstufe II,Mittelschule,M,CH,priv,728
23.11.2020,zh,2017,Sekundarstufe II,Berufsfachschule,M,CH,priv,1299
23.11.2020,zh,2017,Sekundarstufe II,Brückenangebot,M,Ausländer,priv,8
23.11.2020,zh,2017,Sekundarstufe II,Brückenangebot,M,CH,priv,79
23.11.2020,zh,2017,Sekundarstufe II,Mittelschule,F,CH,priv,810
23.11.2020,zh,2017,Sekundarstufe II,Brückenangebot,F,Ausländer,oef,350
23.11.2020,zh,2017,Sekundarstufe II,Mittelschule,M,CH,oef,3618
23.11.2020,zh,2017,Sekundarstufe II,Mittelschule,M,Ausländer,oef,541
23.11.2020,zh,2017,Sekundarstufe II,Berufsfachschule,F,Ausländer,oef,3376
23.11.2020,zh,2017,Sekundarstufe II,Berufsfachschule,F,CH,oef,14684
23.11.2020,zh,2017,Sekundarstufe II,Mittelschule,F,Ausländer,oef,668
23.11.2020,zh,2017,Sekundarstufe II,Heim- und Sonderschule,F,CH,oef,52
23.11.2020,zh,2017,Sekundarstufe II,Heim- und Sonderschule,F,Ausländer,oef,21
23.11.2020,zh,2017,Sekundarstufe II,Mittelschule,M,Ausländer,priv,495
23.11.2020,zh,2017,Sekundarstufe II,Berufsfachschule,M,Ausländer,priv,172
23.11.2020,zh,2017,Sekundarstufe II,Brückenangebot,F,Ausländer,priv,37
23.11.2020,zh,2017,Sekundarstufe II,Heim- und Sonderschule,M,CH,oef,76
23.11.2020,zh,2017,Sekundarstufe II,Brückenangebot,F,CH,priv,133
23.11.2020,zh,2017,Sekundarstufe II,Berufsfachschule,M,Ausländer,oef,4487
23.11.2020,zh,2017,Sekundarstufe II,Berufsfachschule,M,CH,oef,19070
23.11.2020,zh,2017,Sekundarstufe II,Mittelschule,F,CH,oef,4926
23.11.2020,zh,2017,Tertiärstufe,Universitäre Hochschule,f,CH,oef,12100
23.11.2020,zh,2017,Tertiärstufe,Fachhochschule und pädagogische Hochschule,f,CH,priv,632
23.11.2020,zh,2017,Tertiärstufe,Fachhochschule und pädagogische Hochschule,f,Ausländer,oef,1513
23.11.2020,zh,2017,Tertiärstufe,Höhere Berufsbildung,F,CH,priv,3992
23.11.2020,zh,2017,Tertiärstufe,Universitäre Hochschule,m,Ausländer,oef,2237
23.11.2020,zh,2017,Tertiärstufe,Fachhochschule und pädagogische Hochschule,m,CH,oef,8627
23.11.2020,zh,2017,Tertiärstufe,Höhere Berufsbildung,M,CH,priv,4417
23.11.2020,zh,2017,Tertiärstufe,Fachhochschule und pädagogische Hochschule,m,Ausländer,priv,129
23.11.2020,zh,2017,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,priv,752
23.11.2020,zh,2017,Tertiärstufe,Fachhochschule und pädagogische Hochschule,m,Ausländer,oef,1146
23.11.2020,zh,2017,Tertiärstufe,Höhere Berufsbildung,M,CH,oef,4552
23.11.2020,zh,2017,Tertiärstufe,Fachhochschule und pädagogische Hochschule,f,Ausländer,priv,84
23.11.2020,zh,2017,Tertiärstufe,Fachhochschule und pädagogische Hochschule,f,CH,oef,10177
23.11.2020,zh,2017,Tertiärstufe,Höhere Berufsbildung,F,CH,oef,4567
23.11.2020,zh,2017,Tertiärstufe,Universitäre Hochschule,f,Ausländer,oef,3027
23.11.2020,zh,2017,Tertiärstufe,Universitäre Hochschule,m,CH,oef,9103
23.11.2020,zh,2017,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,oef,613
23.11.2020,zh,2017,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,priv,796
23.11.2020,zh,2017,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,oef,543
23.11.2020,zh,2017,Tertiärstufe,Fachhochschule und pädagogische Hochschule,m,CH,priv,888
23.11.2020,zh,2018,Primarstufe 1-2,Heim- und Sonderschule,M,Ausländer,oef,79
23.11.2020,zh,2018,Primarstufe 1-2,Heim- und Sonderschule,F,CH,oef,40
23.11.2020,zh,2018,Primarstufe 1-2,Volksschule,M,CH,priv,585
23.11.2020,zh,2018,Primarstufe 1-2,Volksschule,F,Ausländer,priv,472
23.11.2020,zh,2018,Primarstufe 1-2,Volksschule,F,CH,oef,10877
23.11.2020,zh,2018,Primarstufe 1-2,Volksschule,F,Ausländer,oef,4151
23.11.2020,zh,2018,Primarstufe 1-2,Volksschule,M,CH,oef,11592
23.11.2020,zh,2018,Primarstufe 1-2,Heim- und Sonderschule,M,CH,oef,104
23.11.2020,zh,2018,Primarstufe 1-2,Volksschule,M,Ausländer,priv,485
23.11.2020,zh,2018,Primarstufe 1-2,Volksschule,F,CH,priv,523
23.11.2020,zh,2018,Primarstufe 1-2,Heim- und Sonderschule,F,Ausländer,oef,50
23.11.2020,zh,2018,Primarstufe 1-2,Volksschule,M,Ausländer,oef,4301
23.11.2020,zh,2018,Primarstufe 3-8,Heim- und Sonderschule,M,CH,priv,5
23.11.2020,zh,2018,Primarstufe 3-8,Volksschule,F,Ausländer,priv,1026
23.11.2020,zh,2018,Primarstufe 3-8,Volksschule,M,Ausländer,oef,11092
23.11.2020,zh,2018,Primarstufe 3-8,Volksschule,M,CH,priv,1466
23.11.2020,zh,2018,Primarstufe 3-8,Volksschule,M,Ausländer,priv,1198
23.11.2020,zh,2018,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,oef,416
23.11.2020,zh,2018,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,priv,4
23.11.2020,zh,2018,Primarstufe 3-8,Heim- und Sonderschule,F,Ausländer,oef,128
23.11.2020,zh,2018,Primarstufe 3-8,Heim- und Sonderschule,M,CH,oef,645
23.11.2020,zh,2018,Primarstufe 3-8,Volksschule,F,CH,priv,1239
23.11.2020,zh,2018,Primarstufe 3-8,Volksschule,F,CH,oef,30890
23.11.2020,zh,2018,Primarstufe 3-8,Volksschule,M,CH,oef,32444
23.11.2020,zh,2018,Primarstufe 3-8,Heim- und Sonderschule,F,CH,oef,252
23.11.2020,zh,2018,Primarstufe 3-8,Volksschule,F,Ausländer,oef,10917
23.11.2020,zh,2018,Sekundarstufe I,Volksschule,M,CH,oef,11800
23.11.2020,zh,2018,Sekundarstufe I,Mittelschule,M,CH,priv,191
23.11.2020,zh,2018,Sekundarstufe I,Mittelschule,M,CH,oef,2823
23.11.2020,zh,2018,Sekundarstufe I,Mittelschule,F,CH,oef,3408
23.11.2020,zh,2018,Sekundarstufe I,Volksschule,M,CH,priv,1349
23.11.2020,zh,2018,Sekundarstufe I,Volksschule,F,Ausländer,priv,457
23.11.2020,zh,2018,Sekundarstufe I,Volksschule,M,Ausländer,priv,617
23.11.2020,zh,2018,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,priv,6
23.11.2020,zh,2018,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,oef,107
23.11.2020,zh,2018,Sekundarstufe I,Heim- und Sonderschule,M,CH,priv,13
23.11.2020,zh,2018,Sekundarstufe I,Heim- und Sonderschule,F,CH,oef,196
23.11.2020,zh,2018,Sekundarstufe I,Volksschule,F,Ausländer,oef,3778
23.11.2020,zh,2018,Sekundarstufe I,Mittelschule,F,CH,priv,160
23.11.2020,zh,2018,Sekundarstufe I,Mittelschule,M,Ausländer,priv,49
23.11.2020,zh,2018,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,oef,232
23.11.2020,zh,2018,Sekundarstufe I,Mittelschule,F,Ausländer,priv,51
23.11.2020,zh,2018,Sekundarstufe I,Volksschule,F,CH,priv,1038
23.11.2020,zh,2018,Sekundarstufe I,Heim- und Sonderschule,M,CH,oef,456
23.11.2020,zh,2018,Sekundarstufe I,Mittelschule,F,Ausländer,oef,550
23.11.2020,zh,2018,Sekundarstufe I,Volksschule,F,CH,oef,11200
23.11.2020,zh,2018,Sekundarstufe I,Mittelschule,M,Ausländer,oef,482
23.11.2020,zh,2018,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,priv,2
23.11.2020,zh,2018,Sekundarstufe I,Heim- und Sonderschule,F,CH,priv,7
23.11.2020,zh,2018,Sekundarstufe I,Volksschule,M,Ausländer,oef,4058
23.11.2020,zh,2018,Sekundarstufe II,Brückenangebot,M,CH,priv,38
23.11.2020,zh,2018,Sekundarstufe II,Brückenangebot,M,Ausländer,oef,509
23.11.2020,zh,2018,Sekundarstufe II,Brückenangebot,F,Ausländer,priv,23
23.11.2020,zh,2018,Sekundarstufe II,Berufsfachschule,F,Ausländer,priv,263
23.11.2020,zh,2018,Sekundarstufe II,Mittelschule,F,CH,priv,814
23.11.2020,zh,2018,Sekundarstufe II,Brückenangebot,F,CH,oef,481
23.11.2020,zh,2018,Sekundarstufe II,Berufsfachschule,F,CH,oef,14762
23.11.2020,zh,2018,Sekundarstufe II,Mittelschule,F,CH,oef,4905
23.11.2020,zh,2018,Sekundarstufe II,Heim- und Sonderschule,F,Ausländer,oef,22
23.11.2020,zh,2018,Sekundarstufe II,Berufsfachschule,M,Ausländer,priv,164
23.11.2020,zh,2018,Sekundarstufe II,Brückenangebot,M,Ausländer,priv,11
23.11.2020,zh,2018,Sekundarstufe II,Brückenangebot,F,CH,priv,123
23.11.2020,zh,2018,Sekundarstufe II,Berufsfachschule,F,CH,priv,1853
23.11.2020,zh,2018,Sekundarstufe II,Brückenangebot,M,CH,oef,567
23.11.2020,zh,2018,Sekundarstufe II,Mittelschule,M,Ausländer,oef,605
23.11.2020,zh,2018,Sekundarstufe II,Heim- und Sonderschule,M,CH,oef,60
23.11.2020,zh,2018,Sekundarstufe II,Berufsfachschule,M,CH,oef,18849
23.11.2020,zh,2018,Sekundarstufe II,Berufsfachschule,M,CH,priv,1298
23.11.2020,zh,2018,Sekundarstufe II,Mittelschule,M,CH,priv,719
23.11.2020,zh,2018,Sekundarstufe II,Heim- und Sonderschule,M,Ausländer,oef,39
23.11.2020,zh,2018,Sekundarstufe II,Berufsfachschule,M,Ausländer,oef,4754
23.11.2020,zh,2018,Sekundarstufe II,Mittelschule,F,Ausländer,priv,476
23.11.2020,zh,2018,Sekundarstufe II,Berufsfachschule,F,Ausländer,oef,3363
23.11.2020,zh,2018,Sekundarstufe II,Mittelschule,F,Ausländer,oef,691
23.11.2020,zh,2018,Sekundarstufe II,Heim- und Sonderschule,F,CH,oef,42
23.11.2020,zh,2018,Sekundarstufe II,Mittelschule,M,Ausländer,priv,506
23.11.2020,zh,2018,Sekundarstufe II,Brückenangebot,F,Ausländer,oef,381
23.11.2020,zh,2018,Sekundarstufe II,Mittelschule,M,CH,oef,3666
23.11.2020,zh,2018,Tertiärstufe,Fachhochschule und pädagogische Hochschule,m,CH,oef,8797
23.11.2020,zh,2018,Tertiärstufe,Universitäre Hochschule,f,CH,oef,12255
23.11.2020,zh,2018,Tertiärstufe,Fachhochschule und pädagogische Hochschule,m,Ausländer,oef,1215
23.11.2020,zh,2018,Tertiärstufe,Universitäre Hochschule,m,CH,oef,9013
23.11.2020,zh,2018,Tertiärstufe,Fachhochschule und pädagogische Hochschule,m,CH,priv,883
23.11.2020,zh,2018,Tertiärstufe,Höhere Berufsbildung,F,CH,priv,4130
23.11.2020,zh,2018,Tertiärstufe,Fachhochschule und pädagogische Hochschule,m,Ausländer,priv,94
23.11.2020,zh,2018,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,priv,619
23.11.2020,zh,2018,Tertiärstufe,Fachhochschule und pädagogische Hochschule,f,CH,priv,659
23.11.2020,zh,2018,Tertiärstufe,Höhere Berufsbildung,M,CH,oef,4296
23.11.2020,zh,2018,Tertiärstufe,Höhere Berufsbildung,M,CH,priv,4479
23.11.2020,zh,2018,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,oef,584
23.11.2020,zh,2018,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,oef,564
