JAHR;GEMEINDE_BFS_NR;GEMEINDE;BEZIRK_CODE;BEZIRK;REGION_CODE;REGION;HEIMAT_CODE;HEIMAT;GESCHLECHT_CODE;GESCHLECHT;ANZAHL_PERSONEN
2014;71;Wil;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;61
2011;71;Wil;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;602
2017;71;Wil;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;70
2013;71;Wil;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;599
2012;72;Winkel;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;253
2017;72;Winkel;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;1919
2019;72;Winkel;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;357
2018;72;Winkel;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;356
2012;72;Winkel;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;1777
2019;81;Bachs;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;256
2020;81;Bachs;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;36
2018;81;Bachs;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;252
2015;81;Bachs;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;25
2016;82;Boppelsen;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;585
2019;82;Boppelsen;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;1;Mann;78
2020;82;Boppelsen;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;663
2015;82;Boppelsen;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;71
2015;82;Boppelsen;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;582
2019;82;Boppelsen;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;80
2014;82;Boppelsen;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;572
2010;82;Boppelsen;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;79
2013;83;Buchs;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;685
2014;83;Buchs;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;683
2017;83;Buchs;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;748
2013;83;Buchs;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;2382
2016;83;Buchs;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;2377
2013;83;Buchs;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;2344
2016;84;Dällikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;1439
2019;84;Dällikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;1467
2018;84;Dällikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;1447
2016;84;Dällikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;1;Mann;658
2013;84;Dällikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;457
2014;85;Dänikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;264
2018;85;Dänikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;230
2017;85;Dänikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;230
2016;85;Dänikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;240
2010;85;Dänikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;704
2011;86;Dielsdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;2131
2013;86;Dielsdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;786
2018;86;Dielsdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;2021
2010;86;Dielsdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;2089
2012;86;Dielsdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;830
2016;86;Dielsdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;2111
2016;86;Dielsdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;870
2013;86;Dielsdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;2072
2019;87;Hüttikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;395
2011;87;Hüttikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;275
2011;87;Hüttikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;43
2012;88;Neerach;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;159
2015;88;Neerach;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;1312
2016;88;Neerach;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;210
2016;89;Niederglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;1822
2020;89;Niederglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;1847
2011;89;Niederglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;1697
2020;89;Niederglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;676
2015;90;Niederhasli;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;1087
2016;90;Niederhasli;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;3491
2013;90;Niederhasli;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;1050
2010;90;Niederhasli;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;963
2017;90;Niederhasli;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;3475
2015;90;Niederhasli;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;3339
2010;90;Niederhasli;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;3298
2013;90;Niederhasli;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;3248
2010;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;1126
2019;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;1288
2013;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;1151
2011;92;Oberglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;1991
2010;92;Oberglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;1978
2017;92;Oberglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;2210
2016;92;Oberglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;1332
2010;93;Oberweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;171
2010;93;Oberweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;704
2018;94;Otelfingen;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;298
2014;94;Otelfingen;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;1107
2020;94;Otelfingen;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;314
2010;94;Otelfingen;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;205
2020;94;Otelfingen;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;1;Mann;355
2015;94;Otelfingen;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;1102
2019;94;Otelfingen;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;326
2018;94;Otelfingen;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;1;Mann;331
2017;94;Otelfingen;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;1;Mann;321
2016;95;Regensberg;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;51
2013;95;Regensberg;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;197
2017;95;Regensberg;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;36
2015;95;Regensberg;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;54
2018;95;Regensberg;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;38
2014;96;Regensdorf;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;5673
2012;96;Regensdorf;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;1;Mann;2993
2017;96;Regensdorf;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;6058
2019;96;Regensdorf;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;6096
2013;96;Regensdorf;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;5799
2014;97;Rümlang;104;Bezirk Dielsdorf;102;Glattal;1;Schweiz;1;Mann;2556
2011;97;Rümlang;104;Bezirk Dielsdorf;102;Glattal;2;Ausland;1;Mann;1040
2017;97;Rümlang;104;Bezirk Dielsdorf;102;Glattal;1;Schweiz;1;Mann;2752
2015;97;Rümlang;104;Bezirk Dielsdorf;102;Glattal;1;Schweiz;1;Mann;2630
2012;97;Rümlang;104;Bezirk Dielsdorf;102;Glattal;1;Schweiz;1;Mann;2458
2015;97;Rümlang;104;Bezirk Dielsdorf;102;Glattal;1;Schweiz;2;Frau;2761
2010;97;Rümlang;104;Bezirk Dielsdorf;102;Glattal;2;Ausland;1;Mann;964
2020;97;Rümlang;104;Bezirk Dielsdorf;102;Glattal;2;Ausland;1;Mann;1351
2015;98;Schleinikon;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;30
2015;98;Schleinikon;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;35
2018;98;Schleinikon;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;343
2010;98;Schleinikon;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;344
2011;99;Schöfflisdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;575
2018;99;Schöfflisdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;568
2014;99;Schöfflisdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;593
2013;99;Schöfflisdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;583
2016;100;Stadel;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;922
2013;100;Stadel;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;127
2010;100;Stadel;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;93
2010;101;Steinmaur;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;299
2012;101;Steinmaur;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;1291
2015;101;Steinmaur;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;446
2013;101;Steinmaur;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;434
2016;101;Steinmaur;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;481
2012;101;Steinmaur;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;397
2017;102;Weiach;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;650
2016;102;Weiach;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;559
2010;102;Weiach;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;439
2014;111;Bäretswil;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;2;Frau;2270
2016;111;Bäretswil;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;2;Frau;243
2014;111;Bäretswil;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;2;Frau;234
2011;111;Bäretswil;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;2;Frau;242
2015;111;Bäretswil;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;2;Frau;2250
2013;111;Bäretswil;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;1;Mann;2167
2018;111;Bäretswil;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;2;Frau;2274
2018;111;Bäretswil;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;1;Mann;2208
2017;111;Bäretswil;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;1;Mann;309
2010;111;Bäretswil;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;1;Mann;253
2014;112;Bubikon;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;1;Mann;400
2010;112;Bubikon;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;1;Mann;2905
2019;112;Bubikon;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;1;Mann;3164
2011;112;Bubikon;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;1;Mann;2991
2015;112;Bubikon;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;2;Frau;3214
2015;112;Bubikon;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;1;Mann;3055
2018;112;Bubikon;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;2;Frau;364
2017;112;Bubikon;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;2;Frau;343
2010;113;Dürnten;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;1;Mann;2809
2016;113;Dürnten;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;1;Mann;3085
2019;113;Dürnten;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;1;Mann;751
2014;113;Dürnten;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;2;Frau;3033
2014;114;Fischenthal;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;1;Mann;157
2010;114;Fischenthal;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;2;Frau;1004
2017;114;Fischenthal;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;1;Mann;1075
2016;114;Fischenthal;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;2;Frau;154
2012;114;Fischenthal;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;1;Mann;146
2013;114;Fischenthal;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;2;Frau;125
2018;115;Gossau;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;1;Mann;4235
2013;115;Gossau;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;2;Frau;583
2011;115;Gossau;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;1;Mann;4120
2019;115;Gossau;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;1;Mann;4260
2013;115;Gossau;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;2;Frau;4321
2017;115;Gossau;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;1;Mann;793
2013;115;Gossau;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;1;Mann;717
2016;115;Gossau;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;1;Mann;4059
2020;116;Grüningen;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;2;Frau;217
2015;116;Grüningen;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;2;Frau;1481
2011;116;Grüningen;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;1;Mann;1379
2019;116;Grüningen;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;1;Mann;1550
2016;116;Grüningen;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;2;Frau;197
2015;117;Hinwil;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;1;Mann;4400
2010;117;Hinwil;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;1;Mann;822
2011;117;Hinwil;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;2;Frau;756
2019;117;Hinwil;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;1;Mann;1029
2014;117;Hinwil;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;2;Frau;805
2011;117;Hinwil;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;1;Mann;880
2015;118;Rüti;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;1;Mann;4501
2019;118;Rüti;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;2;Frau;1412
2010;118;Rüti;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;1;Mann;4512
2014;118;Rüti;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;1;Mann;1475
2017;119;Seegräben;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;1;Mann;140
2020;119;Seegräben;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;1;Mann;607
2019;119;Seegräben;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;2;Frau;91
2015;119;Seegräben;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;1;Mann;131
2014;119;Seegräben;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;2;Frau;589
2016;120;Wald;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;2;Frau;3675
2012;120;Wald;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;2;Frau;3643
2020;120;Wald;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;2;Frau;1228
2013;120;Wald;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;2;Frau;1091
2014;120;Wald;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;2;Frau;1121
2013;121;Wetzikon;105;Bezirk Hinwil;108;Zürcher Oberland;2;Ausland;1;Mann;3121
2018;121;Wetzikon;105;Bezirk Hinwil;108;Zürcher Oberland;1;Schweiz;1;Mann;9021
2010;131;Adliswil;106;Bezirk Horgen;106;Zimmerberg;2;Ausland;2;Frau;2202
2016;131;Adliswil;106;Bezirk Horgen;106;Zimmerberg;1;Schweiz;2;Frau;6320
2016;131;Adliswil;106;Bezirk Horgen;106;Zimmerberg;2;Ausland;2;Frau;3090
2010;131;Adliswil;106;Bezirk Horgen;106;Zimmerberg;1;Schweiz;1;Mann;5595
2017;131;Adliswil;106;Bezirk Horgen;106;Zimmerberg;2;Ausland;2;Frau;3171
2018;135;Kilchberg;106;Bezirk Horgen;106;Zimmerberg;2;Ausland;1;Mann;1435
2013;135;Kilchberg;106;Bezirk Horgen;106;Zimmerberg;2;Ausland;2;Frau;1090
2012;135;Kilchberg;106;Bezirk Horgen;106;Zimmerberg;1;Schweiz;2;Frau;2883
2016;135;Kilchberg;106;Bezirk Horgen;106;Zimmerberg;1;Schweiz;2;Frau;2989
2010;136;Langnau a.A.;106;Bezirk Horgen;106;Zimmerberg;1;Schweiz;1;Mann;2657
2020;136;Langnau a.A.;106;Bezirk Horgen;106;Zimmerberg;1;Schweiz;1;Mann;2725
2011;136;Langnau a.A.;106;Bezirk Horgen;106;Zimmerberg;2;Ausland;1;Mann;943
2011;136;Langnau a.A.;106;Bezirk Horgen;106;Zimmerberg;2;Ausland;2;Frau;829
2018;136;Langnau a.A.;106;Bezirk Horgen;106;Zimmerberg;2;Ausland;2;Frau;950
2011;137;Oberrieden;106;Bezirk Horgen;106;Zimmerberg;2;Ausland;2;Frau;394
2014;137;Oberrieden;106;Bezirk Horgen;106;Zimmerberg;2;Ausland;2;Frau;439
2015;137;Oberrieden;106;Bezirk Horgen;106;Zimmerberg;1;Schweiz;2;Frau;2140
2015;138;Richterswil;106;Bezirk Horgen;106;Zimmerberg;1;Schweiz;2;Frau;5456
2016;138;Richterswil;106;Bezirk Horgen;106;Zimmerberg;1;Schweiz;1;Mann;5165
2014;138;Richterswil;106;Bezirk Horgen;106;Zimmerberg;1;Schweiz;2;Frau;5407
2012;139;Rüschlikon;106;Bezirk Horgen;106;Zimmerberg;1;Schweiz;1;Mann;1856
2016;139;Rüschlikon;106;Bezirk Horgen;106;Zimmerberg;1;Schweiz;2;Frau;2070
2013;139;Rüschlikon;106;Bezirk Horgen;106;Zimmerberg;2;Ausland;2;Frau;737
2013;139;Rüschlikon;106;Bezirk Horgen;106;Zimmerberg;1;Schweiz;1;Mann;1884
2011;141;Thalwil;106;Bezirk Horgen;106;Zimmerberg;2;Ausland;1;Mann;2233
2010;141;Thalwil;106;Bezirk Horgen;106;Zimmerberg;2;Ausland;1;Mann;2164
2015;141;Thalwil;106;Bezirk Horgen;106;Zimmerberg;2;Ausland;1;Mann;2497
2017;141;Thalwil;106;Bezirk Horgen;106;Zimmerberg;1;Schweiz;2;Frau;6660
2019;141;Thalwil;106;Bezirk Horgen;106;Zimmerberg;2;Ausland;1;Mann;2684
2020;151;Erlenbach;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;2;Frau;686
2013;151;Erlenbach;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;1;Mann;525
2012;151;Erlenbach;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;1;Mann;511
2019;151;Erlenbach;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;1;Mann;616
2010;151;Erlenbach;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;1;Mann;2025
2013;152;Herrliberg;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;2;Frau;2537
2014;152;Herrliberg;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;2;Frau;2542
2010;153;Hombrechtikon;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;1;Mann;753
2013;153;Hombrechtikon;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;2;Frau;3402
2017;153;Hombrechtikon;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;2;Frau;820
2016;153;Hombrechtikon;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;2;Frau;3555
2010;154;Küsnacht;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;1;Mann;1480
2019;154;Küsnacht;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;2;Frau;1921
2020;154;Küsnacht;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;2;Frau;2011
2014;154;Küsnacht;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;2;Frau;5532
2017;155;Männedorf;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;1;Mann;4188
2012;155;Männedorf;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;1;Mann;984
2012;155;Männedorf;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;2;Frau;983
2014;155;Männedorf;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;2;Frau;1003
2020;155;Männedorf;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;2;Frau;4747
2019;155;Männedorf;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;2;Frau;1141
2010;155;Männedorf;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;2;Frau;4445
2020;156;Meilen;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;2;Frau;1746
2016;156;Meilen;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;2;Frau;5667
2016;156;Meilen;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;1;Mann;1511
2013;156;Meilen;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;1;Mann;4857
2010;156;Meilen;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;2;Frau;5392
2016;156;Meilen;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;2;Frau;1541
2011;156;Meilen;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;2;Frau;1253
2016;157;Oetwil a.S.;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;2;Frau;1759
2017;157;Oetwil a.S.;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;2;Frau;636
2016;157;Oetwil a.S.;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;2;Frau;628
2012;157;Oetwil a.S.;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;2;Frau;575
2020;157;Oetwil a.S.;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;1;Mann;1667
2013;157;Oetwil a.S.;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;2;Frau;1714
2017;157;Oetwil a.S.;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;2;Frau;1736
2019;157;Oetwil a.S.;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;1;Mann;733
2010;157;Oetwil a.S.;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;1;Mann;624
2019;158;Stäfa;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;1;Mann;5669
2015;158;Stäfa;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;2;Frau;1258
2014;158;Stäfa;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;1;Mann;5478
2014;158;Stäfa;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;1;Mann;1299
2017;158;Stäfa;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;1;Mann;5602
2014;158;Stäfa;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;2;Frau;1225
2018;158;Stäfa;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;1;Mann;1385
2019;159;Uetikon a.S.;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;2;Frau;2528
2019;159;Uetikon a.S.;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;1;Mann;2357
2013;159;Uetikon a.S.;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;2;Frau;507
2010;159;Uetikon a.S.;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;1;Mann;2277
2016;159;Uetikon a.S.;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;2;Frau;582
2012;159;Uetikon a.S.;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;1;Mann;546
2017;160;Zumikon;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;2;Frau;607
2010;160;Zumikon;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;1;Mann;1883
2020;160;Zumikon;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;2;Frau;2198
2011;160;Zumikon;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;2;Frau;2129
2018;161;Zollikon;107;Bezirk Meilen;107;Pfannenstiel;1;Schweiz;1;Mann;4570
2011;161;Zollikon;107;Bezirk Meilen;107;Pfannenstiel;2;Ausland;2;Frau;1216
