JAHR;GEMEINDE_BFS_NR;GEMEINDE;BEZIRK_CODE;BEZIRK;REGION_CODE;REGION;HEIMAT_CODE;HEIMAT;GESCHLECHT_CODE;GESCHLECHT;ANZAHL_PERSONEN
2012;31;Henggart;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;82
2014;32;Humlikon;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;13
2017;32;Humlikon;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;19
2017;32;Humlikon;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;225
2020;32;Humlikon;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;22
2016;32;Humlikon;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;229
2014;32;Humlikon;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;15
2010;32;Humlikon;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;221
2012;32;Humlikon;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;17
2020;32;Humlikon;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;218
2011;33;Kleinandelfingen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;132
2013;33;Kleinandelfingen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;938
2019;33;Kleinandelfingen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;931
2010;33;Kleinandelfingen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;913
2011;33;Kleinandelfingen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;922
2017;33;Kleinandelfingen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;142
2011;34;Laufen-Uhwiesen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;680
2010;34;Laufen-Uhwiesen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;692
2013;34;Laufen-Uhwiesen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;724
2020;34;Laufen-Uhwiesen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;766
2015;35;Marthalen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;112
2017;35;Marthalen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;859
2010;35;Marthalen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;906
2011;35;Marthalen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;69
2011;35;Marthalen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;905
2018;35;Marthalen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;845
2020;35;Marthalen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;124
2020;37;Ossingen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;110
2013;37;Ossingen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;630
2019;37;Ossingen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;102
2012;37;Ossingen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;626
2011;37;Ossingen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;636
2017;37;Ossingen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;691
2020;37;Ossingen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;756
2012;37;Ossingen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;47
2017;37;Ossingen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;711
2011;38;Rheinau;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;555
2017;38;Rheinau;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;111
2013;38;Rheinau;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;134
2010;38;Rheinau;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;124
2019;38;Rheinau;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;541
2017;38;Rheinau;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;537
2012;38;Rheinau;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;145
2016;38;Rheinau;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;501
2016;39;Thalheim a.d.Th.;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;39
2018;39;Thalheim a.d.Th.;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;38
2014;39;Thalheim a.d.Th.;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;401
2010;39;Thalheim a.d.Th.;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;28
2010;39;Thalheim a.d.Th.;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;386
2010;39;Thalheim a.d.Th.;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;43
2020;40;Trüllikon;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;494
2010;40;Trüllikon;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;477
2017;40;Trüllikon;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;471
2017;40;Trüllikon;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;50
2019;41;Truttikon;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;12
2013;41;Truttikon;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;17
2016;41;Truttikon;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;236
2010;41;Truttikon;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;236
2012;41;Truttikon;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;207
2017;41;Truttikon;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;13
2011;43;Volken;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;17
2015;43;Volken;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;147
2016;43;Volken;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;160
2016;43;Volken;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;17
2012;51;Bachenbülach;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;458
2016;51;Bachenbülach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;1551
2013;51;Bachenbülach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;1502
2010;51;Bachenbülach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;1484
2011;51;Bachenbülach;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;492
2018;51;Bachenbülach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;1528
2014;51;Bachenbülach;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;523
2015;52;Bassersdorf;103;Bezirk Bülach;102;Glattal;1;Schweiz;2;Frau;4490
2017;52;Bassersdorf;103;Bezirk Bülach;102;Glattal;2;Ausland;1;Mann;1499
2016;52;Bassersdorf;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;4303
2018;52;Bassersdorf;103;Bezirk Bülach;102;Glattal;2;Ausland;1;Mann;1523
2018;52;Bassersdorf;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;4330
2019;52;Bassersdorf;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;4370
2012;52;Bassersdorf;103;Bezirk Bülach;102;Glattal;1;Schweiz;2;Frau;4413
2011;52;Bassersdorf;103;Bezirk Bülach;102;Glattal;2;Ausland;2;Frau;1193
2020;52;Bassersdorf;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;4413
2017;52;Bassersdorf;103;Bezirk Bülach;102;Glattal;2;Ausland;2;Frau;1320
2015;53;Bülach;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;2618
2010;53;Bülach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;6893
2018;54;Dietlikon;103;Bezirk Bülach;102;Glattal;1;Schweiz;2;Frau;2994
2014;54;Dietlikon;103;Bezirk Bülach;102;Glattal;2;Ausland;2;Frau;845
2014;54;Dietlikon;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;2782
2019;54;Dietlikon;103;Bezirk Bülach;102;Glattal;1;Schweiz;2;Frau;2993
2011;54;Dietlikon;103;Bezirk Bülach;102;Glattal;1;Schweiz;2;Frau;2844
2020;54;Dietlikon;103;Bezirk Bülach;102;Glattal;1;Schweiz;2;Frau;2968
2020;54;Dietlikon;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;2841
2012;55;Eglisau;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;504
2010;55;Eglisau;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;1720
2020;55;Eglisau;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;2115
2020;55;Eglisau;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;672
2016;55;Eglisau;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;1975
2019;55;Eglisau;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;654
2019;56;Embrach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;3331
2020;56;Embrach;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;1279
2011;56;Embrach;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;1178
2017;56;Embrach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;3482
2015;57;Freienstein-Teufen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;188
2012;57;Freienstein-Teufen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;131
2017;57;Freienstein-Teufen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;143
2016;57;Freienstein-Teufen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;140
2010;57;Freienstein-Teufen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;997
2010;58;Glattfelden;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;465
2010;58;Glattfelden;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;364
2014;58;Glattfelden;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;483
2012;58;Glattfelden;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;436
2010;58;Glattfelden;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;1772
2015;59;Hochfelden;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;878
2011;59;Hochfelden;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;823
2013;59;Hochfelden;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;830
2016;60;Höri;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;493
2020;60;Höri;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;967
2015;60;Höri;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;469
2019;60;Höri;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;944
2013;60;Höri;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;908
2011;61;Hüntwangen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;437
2010;61;Hüntwangen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;43
2017;61;Hüntwangen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;461
2014;61;Hüntwangen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;436
2020;61;Hüntwangen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;63
2016;61;Hüntwangen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;442
2011;61;Hüntwangen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;418
2013;62;Kloten;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;6243
2017;62;Kloten;103;Bezirk Bülach;102;Glattal;2;Ausland;2;Frau;2895
2019;62;Kloten;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;6648
2017;62;Kloten;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;6443
2012;62;Kloten;103;Bezirk Bülach;102;Glattal;2;Ausland;2;Frau;2565
2012;62;Kloten;103;Bezirk Bülach;102;Glattal;1;Schweiz;2;Frau;6514
2016;62;Kloten;103;Bezirk Bülach;102;Glattal;2;Ausland;2;Frau;2853
2020;62;Kloten;103;Bezirk Bülach;102;Glattal;2;Ausland;2;Frau;3141
2018;63;Lufingen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;213
2020;63;Lufingen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;254
2015;63;Lufingen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;177
2010;63;Lufingen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;702
2014;63;Lufingen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;760
2016;63;Lufingen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;875
2015;63;Lufingen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;200
2015;64;Nürensdorf;103;Bezirk Bülach;102;Glattal;2;Ausland;1;Mann;454
2020;64;Nürensdorf;103;Bezirk Bülach;102;Glattal;1;Schweiz;2;Frau;2358
2020;64;Nürensdorf;103;Bezirk Bülach;102;Glattal;2;Ausland;2;Frau;460
2018;64;Nürensdorf;103;Bezirk Bülach;102;Glattal;2;Ausland;2;Frau;455
2014;64;Nürensdorf;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;2239
2014;64;Nürensdorf;103;Bezirk Bülach;102;Glattal;2;Ausland;1;Mann;441
2010;65;Oberembrach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;429
2020;65;Oberembrach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;473
2016;65;Oberembrach;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;63
2013;65;Oberembrach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;479
2015;66;Opfikon;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;5165
2014;66;Opfikon;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;4810
2017;66;Opfikon;103;Bezirk Bülach;102;Glattal;2;Ausland;2;Frau;4169
2010;66;Opfikon;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;4423
2011;66;Opfikon;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;4517
2013;66;Opfikon;103;Bezirk Bülach;102;Glattal;1;Schweiz;2;Frau;4475
2012;67;Rafz;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;379
2013;67;Rafz;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;397
2020;67;Rafz;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;515
2020;67;Rafz;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;1783
2012;67;Rafz;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;1659
2012;68;Rorbas;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;302
2016;68;Rorbas;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;1021
2016;68;Rorbas;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;392
2019;68;Rorbas;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;440
2012;69;Wallisellen;103;Bezirk Bülach;102;Glattal;2;Ausland;1;Mann;2167
2020;69;Wallisellen;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;5744
2014;69;Wallisellen;103;Bezirk Bülach;102;Glattal;2;Ausland;1;Mann;2441
2013;69;Wallisellen;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;5082
2013;69;Wallisellen;103;Bezirk Bülach;102;Glattal;2;Ausland;1;Mann;2280
2015;69;Wallisellen;103;Bezirk Bülach;102;Glattal;1;Schweiz;2;Frau;5552
2012;70;Wasterkingen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;259
2020;70;Wasterkingen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;24
2018;70;Wasterkingen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;28
2017;70;Wasterkingen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;258
2019;70;Wasterkingen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;23
2010;70;Wasterkingen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;25
2011;71;Wil;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;49
2016;71;Wil;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;602
2018;71;Wil;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;634
2011;71;Wil;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;57
2016;72;Winkel;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;290
2019;72;Winkel;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;1925
2017;72;Winkel;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;1941
2010;72;Winkel;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;285
2011;72;Winkel;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;1692
2020;72;Winkel;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;1960
2014;81;Bachs;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;31
2018;81;Bachs;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;251
2014;81;Bachs;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;267
2013;81;Bachs;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;282
2012;81;Bachs;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;30
2016;81;Bachs;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;258
2010;81;Bachs;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;26
2012;82;Boppelsen;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;568
2019;82;Boppelsen;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;629
2017;82;Boppelsen;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;1;Mann;83
2012;82;Boppelsen;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;563
2011;82;Boppelsen;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;569
2013;82;Boppelsen;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;1;Mann;75
2018;82;Boppelsen;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;597
2012;83;Buchs;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;659
2019;83;Buchs;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;2427
2019;84;Dällikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;1485
2011;84;Dällikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;1365
2013;84;Dällikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;1;Mann;569
2011;84;Dällikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;444
2016;84;Dällikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;541
2012;84;Dällikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;1371
2018;85;Dänikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;682
2020;85;Dänikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;1;Mann;275
2014;85;Dänikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;693
2015;85;Dänikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;1;Mann;267
2017;86;Dielsdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;2098
2015;86;Dielsdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;884
2020;86;Dielsdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;1024
2012;86;Dielsdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;2062
2016;86;Dielsdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;2056
2020;86;Dielsdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;2051
2015;86;Dielsdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;2133
2010;86;Dielsdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;795
2020;87;Hüttikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;403
2019;87;Hüttikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;1;Mann;81
2015;87;Hüttikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;362
2012;87;Hüttikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;39
2017;87;Hüttikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;1;Mann;75
2011;88;Neerach;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;216
2014;88;Neerach;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;1315
2011;88;Neerach;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;1317
2020;88;Neerach;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;1428
2015;88;Neerach;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;217
2011;88;Neerach;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;1317
2018;88;Neerach;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;1405
2013;89;Niederglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;1685
2017;89;Niederglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;1830
2017;89;Niederglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;638
2013;89;Niederglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;620
2020;90;Niederhasli;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;3382
2016;90;Niederhasli;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;3347
2011;90;Niederhasli;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;1103
2010;90;Niederhasli;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;3153
2015;90;Niederhasli;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;3468
2017;90;Niederhasli;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;1107
2020;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;1262
2014;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;1215
2018;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;281
2011;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;194
2010;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;200
2011;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;1146
2012;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;203
2014;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;224
2017;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;248
2014;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;1188
2016;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;1216
2015;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;223
2017;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;1260
2014;92;Oberglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;1129
2013;92;Oberglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;1190
2019;92;Oberglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;1422
2013;93;Oberweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;712
2015;93;Oberweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;199
2020;93;Oberweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;192
2018;93;Oberweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;191
2019;93;Oberweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;717
2015;93;Oberweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;717
2019;94;Otelfingen;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;1;Mann;361
2019;94;Otelfingen;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;1141
2015;94;Otelfingen;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;274
2013;94;Otelfingen;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;1;Mann;261
2011;94;Otelfingen;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;224
2010;95;Regensberg;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;200
2016;95;Regensberg;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;193
2020;95;Regensberg;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;36
2019;95;Regensberg;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;35
