data_name;organization_name;division_name;department_name;body_name;published;published_format;published_source;published_ressource;accrualPeriodicity;release_status;status_description;status_updated;dct:issued;dct:publisher;dct:title
studierende-fachhochschule-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;studierende-fachhochschule-pro-1000-einw
schul-primarschule-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;schul-primarschule-pro-1000-einw
schul-oberstufe-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;schul-oberstufe-pro-1000-einw
schul-mittelschule-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;schul-mittelschule-pro-1000-einw
schul-berufsschule-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;schul-berufsschule-pro-1000-einw
schuler-sekundarstufe-ii-pers-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;schuler-sekundarstufe-ii-pers-pro-1000-einw
schuler-sekundarstufe-i-pers-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;schuler-sekundarstufe-i-pers-pro-1000-einw
bauzonen-nicht-uberbaut-ha;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bauzonen-nicht-uberbaut-ha
bauzonen-ha;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bauzonen-ha
bauinv-spital-kultur-usw-5-j-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bauinv-spital-kultur-usw-5-j-fr-einw
bauinv-wohnen-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bauinv-wohnen-fr-einw
bauinv-ver-entsorg-5-jahre-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bauinv-ver-entsorg-5-jahre-fr-einw
bauinv-strassen-pp-5-jahre-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bauinv-strassen-pp-5-jahre-fr-einw
bauinv-industr-lager-5-jahre-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bauinv-industr-lager-5-jahre-fr-einw
bauinv-efh-5-jahre-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bauinv-efh-5-jahre-fr-einw
bauinv-dienstl-5-jahre-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bauinv-dienstl-5-jahre-fr-einw
bauzonen-uberbaut;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bauzonen-uberbaut
bauzonen-nicht-uberbaut;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bauzonen-nicht-uberbaut
15-jahresverbrauch;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;15-jahresverbrauch
schul-oberstufe-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;schul-oberstufe-anz
schul-mittelschule-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;schul-mittelschule-anz
schul-kindergarten-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;schul-kindergarten-anz
schul-berufsschule-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;schul-berufsschule-anz
beschaftigte-im-gastgewerbe-anteil;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;beschaftigte-im-gastgewerbe-anteil
neuerstellte-wohnungen-letzte-5-jahre;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;neuerstellte-wohnungen-letzte-5-jahre
15-jahresverbrauch-ha;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;15-jahresverbrauch-ha
bauinv-ov-kommunik-5-jahre-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bauinv-ov-kommunik-5-jahre-fr-einw
nettoaufwand-soziale-wohlfahrt-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nettoaufwand-soziale-wohlfahrt-fr-einw
vza-im-sekundarsektor-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;vza-im-sekundarsektor-anz
beschaftigte-im-sekundarsektor-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;beschaftigte-im-sekundarsektor-anz
beschaftigte-im-primarsektor-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;beschaftigte-im-primarsektor-anz
motorrader-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;motorrader-anz
nettoaufwand-behorden-und-verwaltung-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nettoaufwand-behorden-und-verwaltung-fr-einw
steuerkraft-ber-pro-kopf-arith-mittel-3j-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerkraft-ber-pro-kopf-arith-mittel-3j-fr
steuerkraft-berichtigt-pro-kopf-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerkraft-berichtigt-pro-kopf-fr
o-reingewinn-steuerpfl-jur-pers-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;o-reingewinn-steuerpfl-jur-pers-fr
zahnarzte-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;zahnarzte-anz
gemeindebeitrag-an-zvv-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;gemeindebeitrag-an-zvv-fr-einw
aerzte-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;aerzte-pro-1000-einw
verkaufe-von-unbebautem-land-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;verkaufe-von-unbebautem-land-anz
nrw-wahleranteil-sp;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nrw-wahleranteil-sp
nrw-wahleranteil-evp;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nrw-wahleranteil-evp
krw-wahleranteil-evp;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;krw-wahleranteil-evp
ov-wege-quell-zielverkehr-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;ov-wege-quell-zielverkehr-anz
ov-wege-quell-ziel-und-binnenverkehr-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;ov-wege-quell-ziel-und-binnenverkehr-anz
miv-wege-binnenverkehr-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;miv-wege-binnenverkehr-anz
miv-wege-quell-zielverkehr-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;miv-wege-quell-zielverkehr-anz
erwerb-des-schweizer-burgerrechts-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;erwerb-des-schweizer-burgerrechts-pro-1000-einw
wanderungsbilanz-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;wanderungsbilanz-pro-1000-einw
geburtenrate-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;geburtenrate-pro-1000-einw
geburtenuberschuss-5-j-mittel-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;geburtenuberschuss-5-j-mittel-pro-1000-einw
geburtenrate-5-j-mittel-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;geburtenrate-5-j-mittel-pro-1000-einw
geb-vol-nebengebaude-zunahme;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;geb-vol-nebengebaude-zunahme
geb-vol-landwirtschaft-zunahme;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;geb-vol-landwirtschaft-zunahme
geb-vol-landwirtschaft-anteil;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;geb-vol-landwirtschaft-anteil
geb-vol-infrastruktur-zunahme;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;geb-vol-infrastruktur-zunahme
geb-vol-industrielager-zunahme;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;geb-vol-industrielager-zunahme
geb-vol-dienstleistungen-zunahme;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;geb-vol-dienstleistungen-zunahme
geb-vol-dienstleistungen-anteil;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;geb-vol-dienstleistungen-anteil
bevolkerung-frauenanteil;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerung-frauenanteil
gebaudevolumen-zunahme;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;gebaudevolumen-zunahme
wegzuge;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;wegzuge
auslanderanteil;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;auslanderanteil
bevolkerungszunahme-1-jahr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerungszunahme-1-jahr
4-personenhaushalte-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;4-personenhaushalte-anz
hauptberufliche-landwirtschaftsbetriebe-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;hauptberufliche-landwirtschaftsbetriebe-anz
jugendquotient;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;jugendquotient
geb-vol-wohnen-zunahme;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;geb-vol-wohnen-zunahme
verkaufe-mfh-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;verkaufe-mfh-anz
gebaudevolumen-1000-m3;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;gebaudevolumen-1000-m3
gemeindebeitrag-an-zvv-1000-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;gemeindebeitrag-an-zvv-1000-fr
erschliessung-durch-s-bahnbus-der-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;erschliessung-durch-s-bahnbus-der-einw
erschliessung-durch-bus-der-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;erschliessung-durch-bus-der-einw
anteil-der-pol-schulgemeinde-am-steuerertrag;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-der-pol-schulgemeinde-am-steuerertrag
selbstfinanzierungsgrad;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;selbstfinanzierungsgrad
bevolkerungszunahme-1-jahr-pers;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerungszunahme-1-jahr-pers
wanderungsbilanz-pers;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;wanderungsbilanz-pers
sterbefalle-pers;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;sterbefalle-pers
wegzuge-pers;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;wegzuge-pers
steuerkraft-ber-arith-mittel-3-jahre-mio-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerkraft-ber-arith-mittel-3-jahre-mio-fr
steuerertrag-politischeschulgemeinde-mio-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerertrag-politischeschulgemeinde-mio-fr
steuerertrag-kirchgemeinden-mio-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerertrag-kirchgemeinden-mio-fr
steuerertrag-grundsteuern-mio-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerertrag-grundsteuern-mio-fr
steuerbares-vermogen-naturliche-pers-mio-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerbares-vermogen-naturliche-pers-mio-fr
eigenkapital-steuerpfl-jur-pers-mio-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;eigenkapital-steuerpfl-jur-pers-mio-fr
reingewinn-juristische-personen-mio-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;reingewinn-juristische-personen-mio-fr
steuerkraft-mio-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerkraft-mio-fr
weg-zur-nachsten-haltestelle-m;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;weg-zur-nachsten-haltestelle-m
landwirtschaftliche-nutzflache-ha;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;landwirtschaftliche-nutzflache-ha
fremdkapital-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;fremdkapital-fr-einw
nettoinvestitionen-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nettoinvestitionen-fr-einw
bevolkerung-reformiert-pers;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerung-reformiert-pers
