data_name;organization_name;division_name;department_name;body_name;published;published_format;published_source;published_ressource;accrualPeriodicity;release_status;status_description;status_updated;dct:issued;dct:publisher;dct:title
heuschrecken-inventar-1990-981;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.12.1998;geoinformation-kanton-zuerich;heuschrecken-inventar-1990-981
avifaunistisches-monitoring-probeflachen-mit-revierkartierung-19901;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.12.2009;geoinformation-kanton-zuerich;avifaunistisches-monitoring-probeflachen-mit-revierkartierung-19901
reptilien-inventar-19931;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.12.1993;geoinformation-kanton-zuerich;reptilien-inventar-19931
wfs-ausnahmetransportrouten1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;06.06.2017;geoinformation-kanton-zuerich;wfs-ausnahmetransportrouten1
wms-historische-karte-j-wild-18501;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;03.02.2015;geoinformation-kanton-zuerich;wms-historische-karte-j-wild-18501
wfs-naturgefahrenkarte1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;11.04.2017;geoinformation-kanton-zuerich;wfs-naturgefahrenkarte1
wfs-wasserbauthemen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;11.04.2017;geoinformation-kanton-zuerich;wfs-wasserbauthemen1
wms-naturgefahrenkarte-synoptische-gefahrenkarte1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;21.08.2017;geoinformation-kanton-zuerich;wms-naturgefahrenkarte-synoptische-gefahrenkarte1
wms-offentliche-oberflachengewasser1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;11.04.2017;geoinformation-kanton-zuerich;wms-offentliche-oberflachengewasser1
wms-der-kantonalen-fordergebiete-fur-den-okologischen-ausgleich2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;12.08.2014;geoinformation-kanton-zuerich;wms-der-kantonalen-fordergebiete-fur-den-okologischen-ausgleich2
wms-schutzwald2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;21.10.2014;geoinformation-kanton-zuerich;wms-schutzwald2
wms-orthofotos-ogd1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;15.03.2017;geoinformation-kanton-zuerich;wms-orthofotos-ogd1
wms-pflegeplan-naturschutz-teilflachen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.07.2015;geoinformation-kanton-zuerich;wms-pflegeplan-naturschutz-teilflachen1
wms-inner-ausserorts-auf-kantonsstrasse1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;16.01.2017;geoinformation-kanton-zuerich;wms-inner-ausserorts-auf-kantonsstrasse1
wms-der-uberkommunalen-natur-und-landschaftsschutzverodnungen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;19.10.2012;geoinformation-kanton-zuerich;wms-der-uberkommunalen-natur-und-landschaftsschutzverodnungen1
wms-oreb-kataster-offentlich-rechtliche-eigentumsbeschrankungen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;25.10.2017;geoinformation-kanton-zuerich;wms-oreb-kataster-offentlich-rechtliche-eigentumsbeschrankungen1
wms-gebaudevolumen-im-ha-raster1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;18.10.2017;geoinformation-kanton-zuerich;wms-gebaudevolumen-im-ha-raster1
wfs-oreb-kataster-offentlich-rechtliche-eigentumsbeschrankungen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;25.10.2017;geoinformation-kanton-zuerich;wfs-oreb-kataster-offentlich-rechtliche-eigentumsbeschrankungen1
wms-gebaudebaujahr-im-ha-raster2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;18.10.2017;geoinformation-kanton-zuerich;wms-gebaudebaujahr-im-ha-raster2
wfs-verkehrsmessstellen2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;27.05.2014;geoinformation-kanton-zuerich;wfs-verkehrsmessstellen2
wfs-abflussprozesskarte1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;15.08.2006;geoinformation-kanton-zuerich;wfs-abflussprozesskarte1
wfs-rechtsgultige-gewasserraume2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;18.10.2017;geoinformation-kanton-zuerich;wfs-rechtsgultige-gewasserraume2
wms-orthofoto-1981-ogd1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;12.06.2017;geoinformation-kanton-zuerich;wms-orthofoto-1981-ogd1
wfs-feinstaub-pm10-immissionen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;01.12.2015;geoinformation-kanton-zuerich;wfs-feinstaub-pm10-immissionen1
wms-no2-immissionen-ogd1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;25.09.2018;geoinformation-kanton-zuerich;wms-no2-immissionen-ogd1
wfs-ambrosia-beobachtungen2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;04.11.2013;geoinformation-kanton-zuerich;wfs-ambrosia-beobachtungen2
wfs-no2-immissionen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;01.12.2015;geoinformation-kanton-zuerich;wfs-no2-immissionen1
wms-klimamodell-zh-szenarienkarten1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;02.07.2018;geoinformation-kanton-zuerich;wms-klimamodell-zh-szenarienkarten1
wms-klimamodell-zh-planhinweiskarten1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;02.07.2018;geoinformation-kanton-zuerich;wms-klimamodell-zh-planhinweiskarten1
wcs-klimamodell-zh-analysekarten-raster1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;02.07.2018;geoinformation-kanton-zuerich;wcs-klimamodell-zh-analysekarten-raster1
wms-haltestellen-des-offentlichen-verkehrs1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;05.06.2013;geoinformation-kanton-zuerich;wms-haltestellen-des-offentlichen-verkehrs1
wms-klimamodell-zh-analysekarten-raster1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;02.07.2018;geoinformation-kanton-zuerich;wms-klimamodell-zh-analysekarten-raster1
wcs-klimamodell-zh-szenarienkarten1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;02.07.2018;geoinformation-kanton-zuerich;wcs-klimamodell-zh-szenarienkarten1
wms-luftbilder-1981-2000-ogd1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;15.06.2017;geoinformation-kanton-zuerich;wms-luftbilder-1981-2000-ogd1
wfs-luftbilder-1981-2000-csv-mit-download-links2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;17.10.2016;geoinformation-kanton-zuerich;wfs-luftbilder-1981-2000-csv-mit-download-links2
wms-klimamodell-zh-analysekarten-vektor1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;02.07.2018;geoinformation-kanton-zuerich;wms-klimamodell-zh-analysekarten-vektor1
wfs-denkmalschutzobjekte1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;01.09.2017;geoinformation-kanton-zuerich;wfs-denkmalschutzobjekte1
wms-oberflachenabfluss-ogd;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;11.07.2019;geoinformation-kanton-zuerich;wms-oberflachenabfluss-ogd
wms-des-inventars-der-natur-und-landschaftsschutzgebiete-von-uberkommunaler-bedeutung1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.12.1995;geoinformation-kanton-zuerich;wms-des-inventars-der-natur-und-landschaftsschutzgebiete-von-uberkommunaler-bedeutung1
wfs-pflegeplan-und-nhg-beitragsflachen2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.07.2015;geoinformation-kanton-zuerich;wfs-pflegeplan-und-nhg-beitragsflachen2
wms-gewasserschutzkarte1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;16.08.2016;geoinformation-kanton-zuerich;wms-gewasserschutzkarte1
wfs-signalisierte-geschwindigkeit-kantonsstrassen2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;14.02.2017;geoinformation-kanton-zuerich;wfs-signalisierte-geschwindigkeit-kantonsstrassen2
wms-denkmalschutzobjekte1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;01.09.2017;geoinformation-kanton-zuerich;wms-denkmalschutzobjekte1
wcs-vegetationshohe1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;22.02.2018;geoinformation-kanton-zuerich;wcs-vegetationshohe1
pflegeplan-und-nhg-beitragsflachen2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;12.04.2019;geoinformation-kanton-zuerich;pflegeplan-und-nhg-beitragsflachen2
wms-revitalisierungsplanung-offentliche-fliessgewasser2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;11.04.2017;geoinformation-kanton-zuerich;wms-revitalisierungsplanung-offentliche-fliessgewasser2
wms-vegetationskundliche-kartierung-der-walder1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;12.07.2012;geoinformation-kanton-zuerich;wms-vegetationskundliche-kartierung-der-walder1
wms-beleuchtung1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;14.02.2017;geoinformation-kanton-zuerich;wms-beleuchtung1
wms-aktuelle-nutzungszonen-uberlagernde-festlegungen-und-abstandslinien-der-kmaf-und-oreb-ogd1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;30.10.2018;geoinformation-kanton-zuerich;wms-aktuelle-nutzungszonen-uberlagernde-festlegungen-und-abstandslinien-der-kmaf-und-oreb-ogd1
archiv-der-betreuungs-und-unterhaltsdokumentation-fur-uberkommunale-naturschutzgebiete-bun2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.12.2014;geoinformation-kanton-zuerich;archiv-der-betreuungs-und-unterhaltsdokumentation-fur-uberkommunale-naturschutzgebiete-bun2
wfs-grundwasserkarte-mittelwasserstand2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;17.01.2014;geoinformation-kanton-zuerich;wfs-grundwasserkarte-mittelwasserstand2
grundwasservorkommen3;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;17.01.2014;geoinformation-kanton-zuerich;grundwasservorkommen3
wms-strassenlarm1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;22.11.2016;geoinformation-kanton-zuerich;wms-strassenlarm1
wms-velonetz2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;04.12.2017;geoinformation-kanton-zuerich;wms-velonetz2
grundwasserschutzzonen4;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;16.08.2016;geoinformation-kanton-zuerich;grundwasserschutzzonen4
wfs-baustellen-kantonsstrassen2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;09.04.2014;geoinformation-kanton-zuerich;wfs-baustellen-kantonsstrassen2
wms-baustellen-kantonsstrassen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;27.05.2014;geoinformation-kanton-zuerich;wms-baustellen-kantonsstrassen1
inventar-der-natur-und-landschaftsschutzgebiete-von-uberkommunaler-bedeutung1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.12.1980;geoinformation-kanton-zuerich;inventar-der-natur-und-landschaftsschutzgebiete-von-uberkommunaler-bedeutung1
wfs-sportanlagen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.03.2014;geoinformation-kanton-zuerich;wfs-sportanlagen1
wms-verkehrsmessstellen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;27.05.2014;geoinformation-kanton-zuerich;wms-verkehrsmessstellen1
wms-der-objekte-lichte-walder1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.12.2008;geoinformation-kanton-zuerich;wms-der-objekte-lichte-walder1
wms-windpotenzial2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;18.10.2017;geoinformation-kanton-zuerich;wms-windpotenzial2
wms-haupeinzugsgebiete2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;11.04.2017;geoinformation-kanton-zuerich;wms-haupeinzugsgebiete2
wms-lebensraum-und-vegetationskartierungen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;04.11.2014;geoinformation-kanton-zuerich;wms-lebensraum-und-vegetationskartierungen1
wms-modellierte-potenziale-fur-naturnahe-lebensraume1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.12.2004;geoinformation-kanton-zuerich;wms-modellierte-potenziale-fur-naturnahe-lebensraume1
wms-archaologische-zonen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;05.08.2013;geoinformation-kanton-zuerich;wms-archaologische-zonen1
wfs-der-naturschutzthemen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;22.08.2012;geoinformation-kanton-zuerich;wfs-der-naturschutzthemen1
wfs-velonetz1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;04.12.2017;geoinformation-kanton-zuerich;wfs-velonetz1
wcs-modellierte-potenziale-fur-naturnahe-lebensraume-ogd1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;03.01.2018;geoinformation-kanton-zuerich;wcs-modellierte-potenziale-fur-naturnahe-lebensraume-ogd1
wms-ausnahmetransportrouten1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;06.06.2017;geoinformation-kanton-zuerich;wms-ausnahmetransportrouten1
wms-grundwasserkarte-mittelwasserstand1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;17.01.2014;geoinformation-kanton-zuerich;wms-grundwasserkarte-mittelwasserstand1
wms-grundwasserkarte-hochwasserstand2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;17.01.2014;geoinformation-kanton-zuerich;wms-grundwasserkarte-hochwasserstand2
wms-tempo30-und-begegnungszonen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;18.11.2013;geoinformation-kanton-zuerich;wms-tempo30-und-begegnungszonen1
wms-veloinfrastruktur-radwege-und-radstreifen-auf-staatsstrassen-und-velorouten1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;27.05.2014;geoinformation-kanton-zuerich;wms-veloinfrastruktur-radwege-und-radstreifen-auf-staatsstrassen-und-velorouten1
wfs-veloinfrastruktur-radwege-und-radstreifen-auf-staatsstrassen-und-velorouten1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;07.04.2014;geoinformation-kanton-zuerich;wfs-veloinfrastruktur-radwege-und-radstreifen-auf-staatsstrassen-und-velorouten1
wfs-veloparkieranlagen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;08.05.2014;geoinformation-kanton-zuerich;wfs-veloparkieranlagen1
badeplatze1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;16.08.2016;geoinformation-kanton-zuerich;badeplatze1
verordnungen-uber-den-schutz-von-natur-und-landschaftsschutzgebieten-altrechtlich2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.03.2015;geoinformation-kanton-zuerich;verordnungen-uber-den-schutz-von-natur-und-landschaftsschutzgebieten-altrechtlich2
gewasserschutzbereiche3;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;16.08.2016;geoinformation-kanton-zuerich;gewasserschutzbereiche3
wms-signalisierte-geschwindigkeit-kantonsstrassen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;14.02.2017;geoinformation-kanton-zuerich;wms-signalisierte-geschwindigkeit-kantonsstrassen1
wfs-inner-ausserorts-auf-kantonsstrasse2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;16.01.2017;geoinformation-kanton-zuerich;wfs-inner-ausserorts-auf-kantonsstrasse2
wms-uberkommunale-natur-und-landschaftsschutzverordnungen-ogd1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;19.08.2014;geoinformation-kanton-zuerich;wms-uberkommunale-natur-und-landschaftsschutzverordnungen-ogd1
wms-inventar-der-schutzwurdige-ortsbilder-von-uberkommunaler-bedeutung-ogd2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;18.07.2014;geoinformation-kanton-zuerich;wms-inventar-der-schutzwurdige-ortsbilder-von-uberkommunaler-bedeutung-ogd2
wms-inventar-der-schutzwurdigen-ortsbilder-von-uberkommunaler-bedeutung1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;12.07.2012;geoinformation-kanton-zuerich;wms-inventar-der-schutzwurdigen-ortsbilder-von-uberkommunaler-bedeutung1
wms-seebautenkataster1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;11.04.2017;geoinformation-kanton-zuerich;wms-seebautenkataster1
wms-stromnetzgebiete2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;18.10.2017;geoinformation-kanton-zuerich;wms-stromnetzgebiete2
wms-archaologische-zonen-und-denkmalschutzobjekte-ogd2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;04.09.2017;geoinformation-kanton-zuerich;wms-archaologische-zonen-und-denkmalschutzobjekte-ogd2
wfs-waldareal2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;01.09.2017;geoinformation-kanton-zuerich;wfs-waldareal2
wms-waldareal1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;21.05.2014;geoinformation-kanton-zuerich;wms-waldareal1
wms-inventar-der-waldstandorte-von-naturkundlicher-bedeutung-wnb1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;21.10.2014;geoinformation-kanton-zuerich;wms-inventar-der-waldstandorte-von-naturkundlicher-bedeutung-wnb1
bilanzwert-der-langfristigen-schulden-fr-einw;Gemeindeamt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;10.12.2018;gemeindeamt-kanton-zuerich;bilanzwert-der-langfristigen-schulden-fr-einw
marriage-database-for-the-canton-of-zurich;Staatsarchiv;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;09.06.2017;staatsarchiv-kanton-zuerich;marriage-database-for-the-canton-of-zurich
19th-century-decisions-of-the-government-council-of-the-canton-of-zurich;Staatsarchiv;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;01.06.2017;staatsarchiv-kanton-zuerich;19th-century-decisions-of-the-government-council-of-the-canton-of-zurich
kantonsratsmitglieder-kanton-zuerich-ab-1917;Staatsarchiv;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;21.12.2018;staatsarchiv-kanton-zuerich;kantonsratsmitglieder-kanton-zuerich-ab-1917
Web Analytics der Open Government Data des Kantons Zürich;Statistisches Amt;Fach- und Koordinationsstelle OGD;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;Fachstelle OGD bereitet die Erweiterung der Statistik der Datensatz-Zugriffe um die Statistk der File-Downloads (ausgenommen davon sind im ersten Schritt OGD-Distributionen der kantonalen Geodaten);31.08.2019;11.12.2018;fachstelle-ogd-kanton-zuerich;web-analytics-der-open-government-data-des-kantons-zuerich
Freigabeliste der Open Government Data des Kantons Zürich;Statistisches Amt;Fach- und Koordinationsstelle OGD;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;"Fachstelle OGD nimmt potenzielle Datensätze in Liste auf; informiert zuständige Organe und OGD-ZH Fachausschuss über Stand der Daten; veröffentlicht v1.0 erstmals Anfang Juli 2019. Liste wird kontinuierlich aktualisieert und mindestens vierteljährlich publiziert.";31.08.2019;09.07.2019;fachstelle-ogd-kanton-zuerich;freigabeliste-der-open-government-data-des-kantons-zuerich
leerwohnungsquote;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;leerwohnungsquote
bevolkerungsdichte-einw-km2;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerungsdichte-einw-km2
gesamtsteuerfuss-ohne-kirchen;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;gesamtsteuerfuss-ohne-kirchen
steuerkraft-pro-kopf-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerkraft-pro-kopf-fr
jahresrechnungen-der-korperschaften-des-kantons-zurich;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;13.12.2016;statistisches-amt-kanton-zuerich;jahresrechnungen-der-korperschaften-des-kantons-zurich
steuerkraft-berichtigt-mio-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerkraft-berichtigt-mio-fr
wohnungsbestand-whg;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;wohnungsbestand-whg
anteil-der-naturl-pers-am-steuerertrag;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-der-naturl-pers-am-steuerertrag
restaurants-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;restaurants-anz
ertrags-aufwandueberschuss-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;15.06.2018;statistisches-amt-kanton-zuerich;ertrags-aufwandueberschuss-fr-einw
