Stand,Kanton,Jahr,Stufe,Typ,Geschlecht,Finanzierung,Land,Anzahl
23.11.2020,zh,2011,Sekundarstufe II,Gymnasium,F,oef,Mexiko,1
23.11.2020,zh,2011,Sekundarstufe II,Handelsmittelschule,M,oef,Schweiz,106
23.11.2020,zh,2011,Sekundarstufe II,Fachmittelschule,F,oef,Usbekistan,1
23.11.2020,zh,2011,Sekundarstufe II,andere,M,priv,Korea (Süd-),1
23.11.2020,zh,2011,Sekundarstufe II,Informatikmittelschule,F,oef,Mongolei,1
23.11.2020,zh,2011,Sekundarstufe II,Gymnasium,F,oef,Litauen,2
23.11.2020,zh,2011,Sekundarstufe II,andere,F,priv,Schweden,15
23.11.2020,zh,2011,Sekundarstufe II,Gymnasium,F,oef,Afghanistan,1
23.11.2020,zh,2011,Sekundarstufe II,andere,F,priv,Russland,2
23.11.2020,zh,2011,Sekundarstufe II,andere,F,priv,Serbien,2
23.11.2020,zh,2011,Sekundarstufe II,andere,F,priv,Italien,27
23.11.2020,zh,2011,Sekundarstufe II,andere,M,priv,Griechenland,1
23.11.2020,zh,2011,Sekundarstufe II,Gymnasium,F,priv,Spanien,2
23.11.2020,zh,2011,Sekundarstufe II,Gymnasium,F,priv,Russland,2
23.11.2020,zh,2011,Sekundarstufe II,Gymnasium,M,priv,Österreich,4
23.11.2020,zh,2011,Sekundarstufe II,Gymnasium,F,oef,Japan,6
23.11.2020,zh,2011,Sekundarstufe II,Fachmittelschule,F,oef,Italien,2
23.11.2020,zh,2011,Sekundarstufe II,Fachmittelschule,F,oef,Spanien,1
23.11.2020,zh,2011,Sekundarstufe II,andere,F,priv,Deutschland,31
23.11.2020,zh,2011,Sekundarstufe II,andere,F,priv,Kanada,6
23.11.2020,zh,2011,Sekundarstufe II,Fachmittelschule,M,oef,Deutschland,2
23.11.2020,zh,2011,Sekundarstufe II,Gymnasium,F,oef,Israel,1
23.11.2020,zh,2011,Sekundarstufe II,Gymnasium,F,oef,Kroatien,7
23.11.2020,zh,2011,Sekundarstufe II,andere,M,priv,Polen,1
23.11.2020,zh,2011,Sekundarstufe II,Gymnasium,M,oef,China,6
23.11.2020,zh,2011,Sekundarstufe II,Gymnasium,F,oef,Brasilien,5
23.11.2020,zh,2011,Sekundarstufe II,Gymnasium,M,oef,Montenegro,1
23.11.2020,zh,2011,Sekundarstufe II,Gymnasium,M,priv,Türkei,2
23.11.2020,zh,2011,Sekundarstufe II,Gymnasium,M,oef,Thailand,2
23.11.2020,zh,2011,Sekundarstufe II,Handelsmittelschule,F,oef,Russland,1
23.11.2020,zh,2011,Sekundarstufe II,Gymnasium,F,oef,Frankreich,4
23.11.2020,zh,2011,Sekundarstufe II,Gymnasium,M,priv,Indien,1
23.11.2020,zh,2011,Sekundarstufe II,andere,F,priv,Argentinien,1
23.11.2020,zh,2011,Sekundarstufe II,Handelsmittelschule,F,oef,Indien,1
23.11.2020,zh,2011,Sekundarstufe II,Gymnasium,M,priv,Kroatien,3
23.11.2020,zh,2011,Sekundarstufe II,Gymnasium,M,priv,Serbien,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,priv,Frankreich,2
23.11.2020,zh,2012,Sekundarstufe I,Handelsmittelschule,F,oef,Tschechische Republik,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Grossbritannien,15
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,priv,Polen,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Russland,8
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Somalia,1
23.11.2020,zh,2012,Sekundarstufe I,Handelsmittelschule,F,oef,Grossbritannien,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Liechtenstein,1
23.11.2020,zh,2012,Sekundarstufe I,Handelsmittelschule,M,oef,Österreich,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,priv,Sri Lanka,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,RumÃ¤nien,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Slowakische Republik,7
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Belgien,3
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Peru,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Grossbritannien,9
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,priv,Irland,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Irak,3
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Staat unbekannt,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Deutschland,201
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Finnland,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Lettland,4
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Spanien,8
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Georgien,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Österreich,27
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,priv,Portugal,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Südafrika,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Libanon,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Frankreich,10
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Polen,5
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,priv,Schweiz,159
23.11.2020,zh,2012,Sekundarstufe I,Handelsmittelschule,F,oef,DÃ¤nemark,1
23.11.2020,zh,2012,Sekundarstufe I,Handelsmittelschule,F,oef,Kroatien,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Ungarn,3
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Slowakische Republik,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,priv,Nordmazedonien,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,priv,Indien,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,priv,Serbien,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Schweiz,2681
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Afghanistan,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,priv,Deutschland,15
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,priv,Vereinigte Staaten,3
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,DÃ¤nemark,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Israel,1
23.11.2020,zh,2012,Sekundarstufe I,Handelsmittelschule,M,oef,Kroatien,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,priv,Spanien,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Brasilien,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,China,3
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Bosnien und Herzegowina,5
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Finnland,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Tschechische Republik,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Schweiz,3210
23.11.2020,zh,2012,Sekundarstufe I,Handelsmittelschule,M,oef,Sri Lanka,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Indonesien,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Iran,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,China,8
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Kamerun,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,priv,DÃ¤nemark,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Sri Lanka,5
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Italien,25
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Neuseeland,3
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Israel,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,priv,Grossbritannien,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Lettland,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,priv,Österreich,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Ungarn,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Griechenland,7
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Kroatien,9
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Jordanien,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,priv,Deutschland,16
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Portugal,6
23.11.2020,zh,2012,Sekundarstufe I,Handelsmittelschule,M,oef,Schweiz,58
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Österreich,21
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Vietnam,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Indien,7
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Belgien,3
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Saudi-Arabien,5
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Indien,8
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,CÃ´te d'Ivoire,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Libyen,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Kanada,3
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Philippinen,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Irland,2
23.11.2020,zh,2012,Sekundarstufe I,Handelsmittelschule,M,oef,Italien,3
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Kolumbien,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,priv,Italien,3
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,priv,Belgien,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Niederlande,9
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Polen,3
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Tschechische Republik,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Armenien,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Russland,6
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,DÃ¤nemark,6
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,priv,Griechenland,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Kosovo,5
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Deutschland,162
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Kanada,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Albanien,2
23.11.2020,zh,2012,Sekundarstufe I,Handelsmittelschule,M,oef,Thailand,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Nordmazedonien,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,priv,Niederlande,1
23.11.2020,zh,2012,Sekundarstufe I,Handelsmittelschule,F,oef,Italien,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Saudi-Arabien,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Sri Lanka,10
23.11.2020,zh,2012,Sekundarstufe I,Handelsmittelschule,F,oef,Türkei,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Bulgarien,4
23.11.2020,zh,2012,Sekundarstufe I,Handelsmittelschule,F,oef,Deutschland,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Australien,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,priv,Philippinen,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Philippinen,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Kosovo,3
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Ukraine,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Ukraine,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,priv,Neuseeland,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Somalia,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Niederlande,5
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Kroatien,5
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Afghanistan,3
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Mongolei,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Spanien,7
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,RumÃ¤nien,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Chile,1
23.11.2020,zh,2012,Sekundarstufe I,Handelsmittelschule,F,oef,Schweiz,75
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Türkei,8
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,priv,Bulgarien,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Slowenien,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Mongolei,3
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,priv,Vereinigte Staaten,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Schweden,5
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Mexiko,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Bosnien und Herzegowina,3
23.11.2020,zh,2012,Sekundarstufe I,Handelsmittelschule,M,oef,Deutschland,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Nordmazedonien,4
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Portugal,6
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Kambodscha,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Schweden,3
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Korea (Süd-),3
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Neuseeland,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,priv,Sri Lanka,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Indonesien,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Frankreich,8
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Kirgistan,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,priv,Bhutan,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,priv,Schweiz,148
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Tunesien,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,priv,Schweden,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Belarus,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Korea (Süd-),1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Türkei,5
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,priv,Grossbritannien,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Vereinigte Staaten,9
23.11.2020,zh,2012,Sekundarstufe I,Handelsmittelschule,F,oef,Österreich,2
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,priv,Österreich,5
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Italien,31
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Serbien,4
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Vereinigte Staaten,6
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,oef,Serbien,5
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,F,priv,Russland,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,oef,Irak,1
23.11.2020,zh,2012,Sekundarstufe I,Gymnasium,M,priv,Italien,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Ecuador,1
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,M,oef,Bosnien und Herzegowina,1
23.11.2020,zh,2012,Sekundarstufe II,Handelsmittelschule,M,oef,Schweiz,101
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Portugal,10
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,priv,Grossbritannien,2
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,F,oef,Norwegen,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,DÃ¤nemark,3
23.11.2020,zh,2012,Sekundarstufe II,Handelsmittelschule,F,oef,Thailand,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,priv,Indien,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,priv,Italien,1
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Niederlande,17
23.11.2020,zh,2012,Sekundarstufe II,Handelsmittelschule,M,oef,Vereinigte Staaten,1
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Irland,3
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,China,8
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Schweiz,3086
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,F,oef,Deutschland,10
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Kongo (Brazzaville),1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Norwegen,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Bosnien und Herzegowina,6
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Indien,4
23.11.2020,zh,2012,Sekundarstufe II,Informatikmittelschule,M,oef,Portugal,3
23.11.2020,zh,2012,Sekundarstufe II,Informatikmittelschule,F,oef,Sri Lanka,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,priv,China,2
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,F,oef,Kolumbien,1
23.11.2020,zh,2012,Sekundarstufe II,Informatikmittelschule,M,oef,Vereinigte Staaten,1
23.11.2020,zh,2012,Sekundarstufe II,Handelsmittelschule,M,oef,Deutschland,2
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Australien,4
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Kanada,8
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Niederlande,8
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,priv,Kanada,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Irland,1
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Österreich,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Peru,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Vereinigte Staaten,5
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Spanien,8
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Algerien,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Italien,30
23.11.2020,zh,2012,Sekundarstufe II,Handelsmittelschule,M,oef,Indien,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,priv,Australien,1
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,F,priv,Portugal,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Vereinigte Staaten,14
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Norwegen,1
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Polen,1
23.11.2020,zh,2012,Sekundarstufe II,Handelsmittelschule,F,oef,Russland,1
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Brasilien,3
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Neuseeland,1
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Brasilien,2
23.11.2020,zh,2012,Sekundarstufe II,Handelsmittelschule,F,oef,Österreich,1
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Türkei,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Neuseeland,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Nordmazedonien,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Belarus,1
23.11.2020,zh,2012,Sekundarstufe II,Passerelle,M,oef,Deutschland,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,priv,Schweiz,419
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Schweden,8
23.11.2020,zh,2012,Sekundarstufe II,Informatikmittelschule,M,oef,Ã„thiopien,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Ukraine,4
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Staat unbekannt,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Tschechische Republik,2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Albanien,2
23.11.2020,zh,2012,Sekundarstufe II,Passerelle,M,priv,Türkei,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Sri Lanka,4
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Chile,3
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,DÃ¤nemark,7
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Irak,1
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Argentinien,2
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Belgien,4
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,priv,Deutschland,30
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Serbien,1
23.11.2020,zh,2012,Sekundarstufe II,Informatikmittelschule,M,oef,Schweiz,119
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Australien,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,priv,Guyana,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Deutschland,162
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,M,oef,Deutschland,2
23.11.2020,zh,2012,Sekundarstufe II,Informatikmittelschule,M,oef,Deutschland,7
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Niederlande,6
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Japan,5
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Kroatien,4
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,priv,Deutschland,27
23.11.2020,zh,2012,Sekundarstufe II,Informatikmittelschule,M,oef,Serbien,1
23.11.2020,zh,2012,Sekundarstufe II,Informatikmittelschule,M,oef,Irland,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Ungarn,8
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,priv,Belgien,1
23.11.2020,zh,2012,Sekundarstufe II,Handelsmittelschule,F,oef,Schweiz,131
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Algerien,1
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,F,oef,Niederlande,3
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Kuba,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Serbien,16
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Liechtenstein,1
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Libyen,1
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,F,oef,Vereinigte Staaten,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,priv,Montenegro,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Russland,8
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,priv,Australien,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,priv,Österreich,6
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,F,priv,China,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Korea (Süd-),3
23.11.2020,zh,2012,Sekundarstufe II,Informatikmittelschule,M,oef,Australien,1
23.11.2020,zh,2012,Sekundarstufe II,Handelsmittelschule,F,oef,Deutschland,2
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Marokko,1
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,F,oef,Indien,1
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Italien,22
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Deutschland,35
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,priv,Italien,3
23.11.2020,zh,2012,Sekundarstufe II,Handelsmittelschule,M,oef,Italien,1
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,F,oef,Schweiz,424
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Tunesien,1
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,China,1
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Spanien,6
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Kanada,5
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Kanada,3
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Russland,4
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Italien,26
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Tschechische Republik,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Irak,2
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Israel,3
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Bulgarien,1
23.11.2020,zh,2012,Sekundarstufe II,Handelsmittelschule,M,oef,Niederlande,1
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,M,oef,Polen,1
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Russland,4
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,DÃ¤nemark,9
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,Argentinien,1
23.11.2020,zh,2012,Sekundarstufe II,Fachmittelschule,M,oef,Slowenien,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,Albanien,1
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Korea (Süd-),2
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,F,oef,Panama,1
23.11.2020,zh,2012,Sekundarstufe II,Gymnasium,M,oef,DÃ¤nemark,1
23.11.2020,zh,2012,Sekundarstufe II,andere,F,priv,RumÃ¤nien,1
23.11.2020,zh,2012,Sekundarstufe II,andere,M,priv,Liechtenstein,1
23.11.2020,zh,2012,Sekundarstufe II,Handelsmittelschule,F,oef,Portugal,1
